GMID,story_1_SDR_rotD50,story_1_PFA_rotD50,story_2_SDR_rotD50,story_2_PFA_rotD50,story_3_SDR_rotD50,story_3_PFA_rotD50,story_4_SDR_rotD50,story_4_PFA_rotD50,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM748_RSN5683,0.0018392012786477131,0.07683297898068736,0.0009412147442990144,0.08446757468460148,0.000585780559700646,0.09991906820221114,0.00019625794003528044,0.12212313214271614,121.70565474931216,37.28917417000656,3.390129640935544,89.27002310631345,326.83705186968143,19.844807900067583,39.68239987063408,14.049569223238311,11.07,39.190000000000005
GM749_RSN5684,0.0020527129686826453,0.20539695584705103,0.0012909959077700632,0.23731375836684349,0.0009285558352018719,0.2678412736001046,0.0005626323152963168,0.3503517424436191,117.87257275433038,147.12822156413333,5.879264540556736,153.7252264092343,740.2351746449357,22.528870837733525,111.5382816552874,19.994431718926943,7.100000000000001,18.12
GM750_RSN5698,0.001449158620166297,0.03663462144089563,0.0008470778830689996,0.048651622272812625,0.0005146281236527402,0.059479102049911865,0.00010941801108639075,0.06763265615829538,62.9416504029417,16.785111063873757,3.1176518357100917,50.18533463329787,171.43018675958072,12.593360695764764,21.122830106607243,9.438095950816251,24.96,50.78
GM751_RSN5781,0.003278850485067864,0.4046001435068822,0.002352438550117243,0.481019420694193,0.0017294061238683138,0.49551476833793306,0.0012644207302628316,0.6321457617745363,353.85120322039506,338.8291594594956,28.59053875991564,446.6629569178447,999.3299043404938,77.0740823407422,266.13606261971904,66.25376028935185,6.77,13.880000000000004
GM752_RSN5782,0.0038291552050176867,0.23176514759011568,0.0026634234171069937,0.2536948067217335,0.001034840165720377,0.25521134952547464,0.000584755075133577,0.29406929320411707,449.8449614684199,106.31473694431035,24.93109358643153,344.7170668340958,689.3046852623888,99.2134000257111,119.07373021964852,42.85076985324997,8.14,21.43
GM753_RSN5793,0.0021618652570325244,0.10262272087730799,0.0012103930592959953,0.125332692934931,0.0007257373333847217,0.13047653981509263,0.0002741015236376592,0.16032087212015583,173.40783312186556,74.54783329001359,9.46156016189208,169.31547388512092,342.93500884393075,39.80952252058057,61.64810882975509,28.088537432943955,6.870000000000001,20.82
GM754_RSN5798,0.0023872541766320845,0.21396272934661076,0.00159463492546978,0.2267069273288648,0.0008634502186848716,0.2761758733104218,0.00053548952560452,0.35851285729782534,302.83361105798696,99.90072889749182,13.853941940672437,260.3307366148185,568.5409625757259,56.74325094733876,119.54551505844884,56.046149045752,9.27,26.38
GM755_RSN5814,0.006051867924534599,0.4179862666944071,0.004489487905483306,0.48140979231766473,0.0026007273374187355,0.4858108638840579,0.001062973498896628,0.5612767259538309,654.6593424259308,240.57793567830225,34.050344371341446,574.2976031231636,1722.6262429518706,148.5417054496317,213.0838490791004,165.06191492958405,9.060000000000002,35.620000000000005
GM756_RSN5825,0.0054689781810701565,0.4241393586164576,0.004439129152744595,0.4679803823765436,0.0019330235757852618,0.5156712031718629,0.000966851070834698,0.5535607983971762,624.9732632979006,205.4460911231011,47.21104962843077,519.2681194583356,2248.089541851483,166.79789098504042,247.9238303659926,210.21181856284488,19.500000000000004,38.92
GM757_RSN5827,0.007600639232688644,0.5780625379491301,0.006959691845430613,0.6570527099906531,0.004334683933767217,0.6633813600828928,0.0013875269118323896,0.7710543403467899,750.8295312660605,299.7221093267052,41.47171255614937,799.0535083982237,2622.020102394225,195.58315828903105,377.0388770348849,123.01718588044736,22.68,34.335
GM758_RSN5829,0.006921341336054543,0.512202495505076,0.005848080962398531,0.6008008894416574,0.0035996206054535835,0.5851020050418541,0.0011506473222898095,0.6779498834596446,972.9118758436432,292.73247419325,33.80116781864273,814.3363345822772,2409.054690276454,145.11752874638222,438.3871917980359,90.55877043322744,15.670000000000002,26.06
GM759_RSN5831,0.0028590972668666053,0.22502681280223613,0.0019145164371060514,0.27767565950324435,0.0010474670505241854,0.3067537420551627,0.0006966268318075416,0.38881559230094886,324.24862475711234,107.26588876699812,28.92015669108764,293.9240971490261,1823.5584769890245,101.2184423932707,153.63333783009386,131.72177532552192,33.36,53.52
GM760_RSN5832,0.0031150356223916134,0.2947265865522816,0.002400871018557831,0.36899865600758014,0.0013912597087608392,0.3505205434317375,0.0009294977331305216,0.4981122878355427,303.4721246466216,163.70250418390174,43.88287341314347,409.9456695512817,1960.5694951914447,120.99417587063368,208.1068074477921,113.20016315065374,28.125000000000004,47.040000000000006
GM761_RSN5835,0.001972928031824168,0.08974599763910182,0.0011656160586561563,0.11979373339402158,0.0007544058463456846,0.13672982614920337,0.0002912899802489096,0.16317289396387044,166.50126420971966,43.35242810111208,5.247524677725416,122.76059460266896,536.1388991012277,26.5593874198226,55.57854761321498,8.659045014982187,24.81,42.60999999999999
GM762_RSN5837,0.0078628891881202,0.6243466905211351,0.006607427010400871,0.6774794561430963,0.003880579910175083,0.6685081618391856,0.0012373092705961364,0.6754888344375762,1083.6502417544189,256.676811832237,44.940493929747895,795.5838139910038,2009.3500154014412,157.37968074159377,349.1854803040146,98.7805119114166,15.1,26.26
GM763_RSN5838,0.0030011664550672994,0.32428575718578245,0.0023734450317101355,0.38847333218619307,0.0010641821341584954,0.3873889291978848,0.0007862038361529532,0.48113489694156986,344.67834811239425,141.35957827514,26.172741192260776,328.27061222685853,1484.65912701056,73.74473731910896,186.52997446890663,97.27682333849232,12.655,58.62
GM764_RSN5861,0.001624726623838458,0.05277674236649535,0.0008509179066253326,0.0652306185001362,0.0005144411151796712,0.07734997344369546,0.0001440023278426229,0.09587567490474322,85.18599920017336,27.060481391664784,6.690790139151966,70.35627857275746,378.7180420959912,22.202510800683683,32.032757653383115,18.383611834792635,27.76,72.435
GM765_RSN5880,0.001637677669063257,0.08810534278515283,0.0009630098494286187,0.11090605691942007,0.0006029301365105086,0.11988857278608656,0.0002082702044339861,0.126660749763683,115.46574732288396,31.012269315446574,6.73864706175124,92.39261818962312,310.6466066321181,22.87627733433216,40.31769542228621,12.515694613001084,17.364999999999995,45.255
