GMID,story_1_SDR_rotD50,story_1_PFA_rotD50,story_2_SDR_rotD50,story_2_PFA_rotD50,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM1_RSN9,0.00042141681165450893,0.12637538069236426,0.00021222067333869385,0.17947447112812132,113.5565449252137,36.502123620462285,5.937848771011892,88.18461758457657,283.7195396136379,23.86233804456801,52.23922607806325,15.52231812977153,19.685,34.455
GM2_RSN12,0.0003178703343598244,0.1007908260328668,0.00016013510302013815,0.13206217749217553,111.12425587406976,41.26856370900376,7.2956143669629405,108.3065174713573,366.5174567102598,31.55005091405642,48.97959009634932,29.36210524311518,17.045,29.345
GM3_RSN30,0.0032243744922902553,0.5441140924011156,0.0008222398891940715,0.6442606567739388,690.2264248972016,267.6801063611396,15.747787088997155,432.39558738625806,488.0622854723702,72.35052555369525,332.89228677386063,29.018868049151063,2.17,7.52
GM4_RSN31,0.0015474547480808787,0.4795477659228592,0.0006233028300767294,0.5984213490577198,816.8728196728316,213.75706713338883,9.27682929667528,263.70126567544537,376.0267329058338,41.96604029519048,182.46646150386636,22.81414051102072,3.84,10.84
GM5_RSN36,0.00046798269386256607,0.12897006170153102,0.00021890798392898745,0.16259922383806713,175.7564713671219,44.92460437025052,12.420486352763987,140.32073004340882,511.5687417705348,67.15597517937256,64.88671574634039,49.46210876905167,24.58,48.15
GM6_RSN53,6.765827553488005e-05,0.012572509959203632,4.5121497002267904e-05,0.01639610385266389,10.969876264578058,5.708154485737863,1.0020737754581404,13.798335001212187,40.52566961180984,5.1506621139106885,6.043732825991716,4.788176617094392,21.405,32.21
GM7_RSN54,6.807239862402467e-05,0.013704234611794801,4.200878239597901e-05,0.0175003855981877,13.76616411096098,6.831759762127036,1.1917890387703338,17.08989785753887,34.87251635786458,4.086807169583233,7.451272909424064,4.364973035165317,11.87,20.625
GM8_RSN60,5.713492524457358e-05,0.005142578086361147,3.0344621905744943e-05,0.006300567606013845,6.501628894150085,3.881085995661577,1.1190874071055883,8.00532567002826,23.92671700691901,4.023523133868527,2.820598906691958,3.765412964869427,16.765,23.91
GM9_RSN61,6.379059138743057e-05,0.006065878563863876,3.588825173354589e-05,0.006838374939123358,6.761704417289423,4.266593112974563,1.4863054523335908,11.82796255197602,34.350701877414075,4.522242986436838,4.581052603466474,3.480099974901909,16.490000000000002,23.15
GM10_RSN62,0.0002480871442997896,0.07956668728247189,0.00013191119321413525,0.12001186701513268,101.04411066310205,29.024204307174763,1.9738623342514043,46.87922213973119,72.96077260420608,6.905155027820865,37.71659830436075,2.398445944948216,4.745,7.115
GM11_RSN65,0.0007051764128278689,0.22192358169690904,0.0002966178682713974,0.2666556109484066,225.40482057382093,72.46470685766465,5.193118458296466,107.3947517406358,99.43287447104731,29.057441102450383,72.86259843244747,11.784790944608435,3.2950000000000004,7.314999999999999
GM12_RSN68,0.0017147578231859859,0.4018807952560062,0.0005323816505391616,0.47911232592641145,559.1373779473917,175.07747135057548,16.31981365274727,309.91205863289423,559.465447470546,68.64155166955128,185.5617361273036,71.19490306716379,5.06,13.48
GM13_RSN69,0.00017182798620098318,0.04996666205382297,9.209786584516477e-05,0.06928867359047666,50.78017670635723,22.145537126068373,6.552675737444719,59.36753496332472,290.8093688855231,17.358489068447195,31.786560239729862,40.19038481427731,34.224999999999994,52.67
GM14_RSN74,8.525882675721709e-05,0.01894493016704874,5.510913966978167e-05,0.025546392730232383,17.401622587754506,7.305703062159392,2.6673796809454045,18.334100515644693,55.76811795134165,5.982651792956855,8.73614550747624,5.362374718021209,16.285,27.975
GM15_RSN82,0.00016136129275815978,0.047047694168067436,8.496233293715555e-05,0.06754397329061336,52.07592634443148,23.15442815396815,4.718098282124021,56.54471657698743,234.50012943240856,24.84102555564029,27.256428506963854,25.068553028626734,31.62,48.92
GM16_RSN92,0.00015436306766709022,0.05169228383030606,8.135682549053236e-05,0.07643526402499962,73.16231626611307,23.43508127324481,1.494676249696569,30.25659371189711,61.79452110710309,6.46025964282347,21.228051006838072,5.656714372879852,6.55,16.94
GM17_RSN93,0.0008298912406361424,0.2866376146575533,0.0003094920930269208,0.3106519930485332,350.1206755019268,86.33186468651479,8.052372913803215,138.64480771961942,336.6441768514948,27.310575623775936,95.14877896948862,33.01054377271303,6.845000000000001,20.930000000000003
GM18_RSN96,0.0016322093322608685,0.3886948134267856,0.0005050578689140636,0.45233598883780535,461.0437803910288,162.38148259489293,13.464034943532416,339.45437472120904,343.79239464202425,74.01511575593129,214.97408468939383,29.028681892518687,2.175,7.734999999999999
GM19_RSN122,0.0003912108064610471,0.14054383380254176,0.0001934649395413405,0.1811319160311276,129.5331122352031,67.4380598195657,6.711719901693387,161.39266409087216,319.1072147288849,40.23961510038962,67.06397922221133,16.780607528451185,10.36,18.06
GM20_RSN138,0.0005955285364393129,0.17303103183075078,0.00026184505487426293,0.2222407998509543,236.20056599362027,73.65846303203492,14.400095423977692,196.6559992376469,452.70649290412047,58.00456943126826,98.59337681510118,45.36149433057432,14.580000000000002,18.82
GM21_RSN140,0.0006925091028239,0.21466214312636037,0.0002848052688411873,0.26870053397414934,250.0856054447885,82.85513662753475,6.226915662262069,130.73685158065575,435.2516792508872,17.29048537696145,86.89105477942894,15.358994800713656,19.94,23.840000000000003
GM22_RSN141,0.00019505567882761805,0.0643033170455394,0.00010547039588712124,0.08621603366973485,79.1186132414822,26.15783492732925,7.702160079290984,81.89275791340137,245.76622678436385,33.486218001401646,31.77303235834387,26.989142501919236,15.64,26.16
GM23_RSN159,0.0009867647707892222,0.28473222745267296,0.00036193392126520696,0.335395536180775,383.6150100415812,185.88818198957395,38.09857916263805,416.4563131125336,630.4879207494847,135.32783627867897,163.34445106868438,61.02487091963759,6.68,12.21
GM24_RSN160,0.009846383717318647,1.05569630630134,0.002198904161180135,1.1291913316655302,1733.0150262268778,554.4992844055696,37.63529120782999,1164.6923029242153,1471.887603700219,181.24369453202763,653.9103486114018,62.22941438721003,4.69,9.875
GM25_RSN161,0.00148102049629303,0.38904238772052435,0.0004917244988874969,0.4273221348492122,390.99721131731405,157.74920653883964,30.03983537631521,324.1003234307597,455.88905053119527,94.71763960580935,165.69948480791422,93.14873220225478,3.505,14.52
GM26_RSN162,0.0018359484107295207,0.43408260197960324,0.0006111018764536827,0.521110578626691,578.4534243918378,165.52219372833798,18.741780552783347,358.13768706936173,679.5589022754107,65.92389182268258,226.161461701643,40.33467557717864,7.095000000000001,14.505
GM27_RSN163,0.0007908635021729882,0.22803723436002082,0.0003096133484781719,0.2839228029716433,218.21995587642172,60.51566116879427,11.224934758518074,142.06982790870245,296.86311269394514,36.22977557814837,87.97661729148591,42.12617884340703,12.105,24.47
GM28_RSN166,0.000520316847014463,0.167429756158165,0.00021572883868248814,0.18474247986466147,158.8029792965344,114.26988222497184,13.064344709091474,214.0985702709922,283.88161755309125,43.08139220893341,97.67958842469974,13.973373434791185,3.255000000000001,10.005
GM29_RSN167,0.0010989206684409597,0.2584425986502198,0.0003928504920386969,0.3323271602060789,347.8808256731841,109.81701347135362,8.649570305183486,205.51444702582083,412.0450975756376,34.18325479605564,130.83532689844964,22.15270439841509,13.130000000000004,28.37
GM30_RSN169,0.0017931782799149678,0.4541818853486951,0.0006208176534559207,0.5626887632289124,692.0341446420904,242.66711693557116,33.58488206084579,526.5990215802699,2401.305038986922,133.09616445475493,258.5914088098995,97.00973962170376,22.59,51.04
GM31_RSN170,0.00172856237250648,0.37114075974347005,0.0005299244118096059,0.43344426418245613,424.244210532827,168.00458075368226,63.07571909645316,423.75193646328125,617.1744545099824,147.50960112963045,171.17411197406383,138.34094776332142,4.585,13.04
GM32_RSN171,0.0020242656036140827,0.44501215149860407,0.0005509363814317217,0.4636280082741311,415.25868327307137,262.4768055803835,76.09742299731168,530.0788620826962,642.3220569711821,217.67536730510105,212.6285358271184,199.82826894495187,2.295000000000001,6.82
GM33_RSN172,0.0007209336625295085,0.26080836944002006,0.00032157931257313215,0.34277679482912427,283.38868670229624,109.54052030743868,9.970425984031486,159.85459259531274,390.3600194810757,39.4520783167398,101.5108403844217,38.14975373818585,6.56,18.88
GM34_RSN173,0.0015183013739555019,0.359787257764821,0.0005166072355258756,0.4399298938038118,427.36032355073,169.2982923040836,30.62186686219191,328.1651806645789,607.9734620699719,133.53145920104797,185.9487334976581,120.0467713820978,4.405,12.270000000000003
GM35_RSN174,0.004130115715043414,0.7193883001985992,0.0010550210028945801,0.7390314984432786,997.7565249352762,329.1585401195,32.91063229732841,539.6445162385211,855.4292956783432,126.82932904740936,390.0828718265261,84.81799361702518,4.470000000000001,8.415000000000001
GM36_RSN175,0.0009180065533507011,0.28376271842915723,0.000368217395101903,0.35330262669313944,327.9699728603306,98.3457632704732,21.62880968297096,215.5767045474083,503.7742205272022,65.52445505573644,120.2865718684405,58.05070282204029,9.650000000000002,19.805
GM37_RSN176,0.0010624013242998972,0.3371174745137643,0.00037328641740379037,0.36368620641619687,275.70294404509394,96.779412305441,10.97304979873688,187.3042379283103,454.2513208945121,49.412214577475936,119.07824006675318,39.52214851190234,9.145,21.965
GM38_RSN179,0.0045238156779743395,0.626514683981862,0.0009451400109422145,0.6757916971998568,691.9956027519694,268.26705042867707,74.4978281316701,635.6010750458889,663.0301988596616,182.93632289527085,297.1450244316989,200.2298208699092,3.4000000000000004,10.115
GM39_RSN180,0.004284864404721363,0.7447968722936306,0.0009572967517132877,0.8397154017011625,1147.682426507334,273.5859853877584,87.10722903466686,727.852493288726,851.7435456902213,193.826493292004,400.6373462214018,241.3205738460545,3.795,9.395
GM40_RSN181,0.003438019145580883,0.5933579890262699,0.0007814838824855795,0.7197329699975072,623.7068320919961,314.487984733801,83.93615065988043,657.02423356997,877.9172458482979,208.31858925445707,285.7756363444937,290.4686477379015,4.93,9.475
GM41_RSN182,0.003154669604571079,0.540024435427999,0.0007694888425010655,0.5389071368896872,552.3542865550367,362.34112736916165,77.98764008774012,701.443888771048,663.0321019609389,220.21307791436828,259.5042084885204,223.11221157941785,1.4349999999999996,5.049999999999999
GM42_RSN183,0.004361117625809466,0.6356445308143553,0.0009564140025646519,0.7178310776609014,1283.78487482244,377.6817304580746,47.760855578399855,642.2456700534362,736.097928666243,159.18638723644042,346.6579351470997,140.8231152468891,2.9000000000000004,5.84
GM43_RSN184,0.004236472051823659,0.7369430262422341,0.0009583774804218313,0.8298067244612655,1303.1401017577402,342.7279776930682,33.82271192072892,721.7129752386572,850.9862458070979,177.73721973147246,397.62233567857766,132.06371690355195,3.06,6.7250000000000005
GM44_RSN185,0.002457205728138627,0.4408447292120741,0.0006666612714554187,0.5415400335100591,466.28252570080167,173.1168403459526,44.03573159636649,410.8623808192641,667.2417206858493,109.06368330505724,238.7792765687966,144.13599984310997,4.750000000000001,12.485
GM45_RSN186,0.0006139880444022877,0.20916746549958593,0.00027410367864048424,0.2713004903438417,193.65986261993697,59.99595535714812,9.800267103962932,142.91720022591545,318.6649726895033,31.337058005163374,92.11111649311984,33.103934855338935,11.43,26.245
GM46_RSN187,0.0010105349452450274,0.2664959499058629,0.00034938632815665726,0.30184577598630935,357.2488255954881,155.59048399046165,17.07775232851081,186.58886986630463,370.69700200576233,49.28979527428733,113.96769763603898,52.51460046182898,6.005000000000001,16.884999999999998
GM47_RSN188,0.0004699095308176237,0.14676938378994586,0.00023185129543365054,0.2114440688494983,167.2480180761616,40.25677131822266,5.399653655386827,77.75336097946507,150.2409516563477,15.885429642007182,50.754700704156576,11.774827282524823,6.004999999999999,10.8
GM48_RSN191,0.001186025424745369,0.3525619497158936,0.00042994689732181023,0.42119221671386975,443.3352261443088,120.13147478817208,7.148306935178939,152.2622433981867,514.4722770020703,24.167807589374394,114.38453405638931,17.690082249640092,8.305,30.42
GM49_RSN192,0.00041163221764684466,0.1330031635969554,0.00019459210957547445,0.16633561645589096,122.2539946633091,77.28988203159943,17.951445999412513,139.01043607201893,315.488323239013,47.602843783096674,63.20577343920648,73.63356843876669,12.745,25.225
