GMID,story_1_SDR_rotD50,story_1_PFA_rotD50,story_2_SDR_rotD50,story_2_PFA_rotD50,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM50_RSN209,0.0005937878024785355,0.23155524634928684,0.00029735099886223407,0.3145786586734546,349.4934856850357,83.25290553938058,11.07182505405982,162.27195347797738,284.0562799814719,36.962863436394855,85.18265871107164,29.052095531214626,6.015000000000001,13.840000000000002
GM51_RSN266,0.0007930870667315506,0.21687627488212413,0.0003080393011194229,0.24382946139806969,226.9550949526949,71.99121890002684,15.048066785823718,239.30379202355283,425.16922097442114,83.67595980067468,105.47194085949631,77.36011946936918,10.510000000000002,18.91
GM52_RSN280,0.0006700725263619053,0.21786868664632608,0.000284575204744185,0.27752017342907304,317.67003953254914,102.32871253554038,7.721632387006537,153.60312269035308,268.4731724697343,27.751586629933257,82.912687373639,18.489626558096106,7.1850000000000005,11.32
GM53_RSN281,0.000999544620047757,0.2830143195720079,0.00039126567562449484,0.35012508902881945,305.76947090025845,108.7998432585632,9.27711803711776,234.64920655538455,432.4980820339893,35.600442851021135,137.76945965198993,17.02999656540168,8.66,12.314999999999998
GM54_RSN282,0.0012785327950075175,0.334279670747023,0.00048771856724013274,0.3867075058050398,332.37843026170765,115.32473800130612,11.086366559094268,232.54629274129405,452.1194090596796,34.64097640530027,154.57601218636367,16.757606927433308,7.21,10.985
GM55_RSN308,0.0008561885451770774,0.2468196512691575,0.00033528857660927963,0.3569114565325051,388.8194578360887,86.5258244089425,10.60976344008724,177.48432732977503,253.9745742101793,28.08039137144636,122.43732390946325,9.160501919600014,3.1899999999999995,13.5
GM56_RSN310,0.0007171839401026391,0.21823567857449921,0.0003098433173155817,0.28217210339610266,238.44653771275551,75.24586609707971,7.657036332609812,171.92343110414674,229.55003240461943,31.820939746538823,101.9943961902454,8.796592221606502,4.279999999999999,14.92
GM57_RSN315,0.00102935758939963,0.292835485501066,0.0003902157026547839,0.340145799892478,323.0740410541572,122.2710467154648,6.351658782395999,131.40025205176588,287.605017820788,17.681824733450295,97.31084116720469,7.1000860849910215,4.65,11.745
GM58_RSN316,0.0015737351457203517,0.40013206284864533,0.0004975163269612266,0.4536757171686318,357.6823437541942,131.177513098587,28.49225192733282,394.1507794109878,588.3044032593214,113.60846783073958,179.85491231261614,104.59603719194013,6.109999999999999,17.64
GM59_RSN317,0.0015109186760880293,0.3869455211933347,0.0005571983677478654,0.4685073965549258,625.347833582925,160.66145816727672,9.351276180763689,313.2641780193088,453.35126463546624,59.1185057180543,168.48833594518513,21.947986228859627,5.120000000000001,9.05
GM60_RSN319,0.0036536886271304617,0.6245878080511535,0.0009110655138263821,0.691090199808519,852.3695555216377,352.1130938067783,29.603942414334117,776.741618989836,846.9514129294944,168.754968559844,316.68865314585094,54.23018452959275,3.7,6.154999999999999
GM61_RSN322,0.0023060851864254214,0.4916164859694511,0.0007339797715601518,0.5661113055864823,463.5242849872627,200.5232903002726,26.49168397926945,544.8910982377022,787.1361476552754,97.01858756631226,274.8505715503712,50.95065408783548,3.4799999999999995,11.79
GM62_RSN324,0.0003900454823730226,0.10909989811109061,0.00016997452614361726,0.13885210563567776,141.21222108061403,69.88936951018943,12.609437146382604,183.97197240397105,456.7332898275798,55.05843608982233,86.01982542174241,14.911193772738493,10.14,21.48
GM63_RSN329,0.00034113672015516957,0.09766146349244645,0.00016782387095502972,0.13450159698014882,126.90342152380585,51.51659086213986,6.179042511550104,129.32008463435193,272.5027667604472,24.53704740444616,65.36638097251242,9.437951270595317,7.76,21.36
GM64_RSN343,0.00032146787200589444,0.11042039022830707,0.0001459414067653882,0.1281717474877042,101.34017156257998,84.02940914415902,16.626706746098886,192.74665942625484,575.6067909895352,66.61867078828396,63.45739782339221,30.157033454877865,8.35,20.17
GM65_RSN344,0.00029724003042431925,0.0905554369930088,0.00015017831833369453,0.12346852420729329,83.9960886385753,41.047916015434325,11.192755573646698,105.91329871728249,303.4807015942605,47.02935704495916,46.26860124491122,34.049430884172565,9.21,25.12
GM66_RSN345,0.0005290988637680545,0.1508577015053034,0.00023748254342254434,0.16458687466336414,146.57689561368875,84.89391358138805,12.936754417164655,221.17983305651384,457.12817466360286,75.30694459914874,90.10531081570149,32.852999507030844,7.27,19.35
GM67_RSN348,0.00032232229415147975,0.11075874423483313,0.00014195340388447204,0.12067733667692745,98.72839489657149,53.59459314667071,9.57732131467493,171.58855517142223,408.7206908647531,68.43547615123458,62.87982471121694,29.661741961405397,10.920000000000002,22.28
GM68_RSN350,0.00035297285656218767,0.12210873111744786,0.00016427678324195598,0.1576841141487772,121.7634540170594,62.496279324913885,10.870435345394874,147.81313473548795,344.84754553124475,52.16883420653299,70.62399469053669,19.62159168703336,8.06,22.12
GM69_RSN368,0.008042070670989231,0.9066886760422184,0.0019687549832582345,1.0720441644904075,1243.5962889592895,364.6436498880017,34.68214198827198,997.5726665693422,1308.7340086526235,163.15729267285965,549.6536458808653,44.32545628987923,4.46,9.165
GM70_RSN385,0.0011305735632852673,0.2887597398084444,0.00039630159556962546,0.3292068964191931,320.18075909148376,155.30727036851945,10.574360993839282,167.72824144255227,108.55562243041145,19.99940281371152,117.8837917200092,4.286674874900431,0.5200000000000005,2.64
GM71_RSN391,0.0016053557291841086,0.39270503190096234,0.0005119846314270494,0.4388239300061161,374.2279866306809,159.31260468370976,8.187157519667343,191.79056099607573,229.1239262782811,34.25375096959181,146.4823726482129,15.218217150279669,3.5800000000000005,14.705
GM72_RSN392,0.0003141242101681569,0.09259337888214046,0.0001634446001723118,0.13401524102811552,105.21261002769144,40.76407674192869,4.642526182102672,89.6143114315964,149.83924248240135,25.52691825456611,43.02005707048776,15.595627742456724,8.080000000000002,16.064999999999998
GM73_RSN412,0.002897991855142244,0.7444696846727978,0.0008233032885134797,0.8113242521644202,907.1565277756524,271.27919974507125,9.27453112042932,445.7221119209135,307.01074127516006,65.87599489729394,312.7372277588193,33.7939197996592,3.29,6.815
GM74_RSN421,0.0012598604463445128,0.32457958369281764,0.0004588088064778361,0.38713546013490496,311.52298824563127,105.2894951090022,5.478780477280408,142.85862291142945,234.26728556102825,18.49383001273291,143.0868405694613,4.572479622040016,3.72,7.715000000000001
GM75_RSN425,0.00013541436915497784,0.036917954411344295,6.915984930622163e-05,0.04509119461301706,35.51923128005534,19.785874538184032,3.273999372769557,64.82392043328379,108.00883726323067,18.31082026826022,27.362799466350843,6.765101774928682,8.620000000000001,14.66
GM76_RSN428,0.0001423903732704351,0.04001405507060908,7.280683894615324e-05,0.05134905928920948,46.343460981494346,25.70640012563002,3.295353393878424,66.82107880466438,98.2265793844576,17.433869120196732,26.636343577793564,5.620002470602588,7.270000000000001,13.94
GM77_RSN429,0.00010157109993386712,0.03593519212742288,4.7022443674988646e-05,0.03945422203175007,33.19089054151734,20.93208116305755,4.72211664141282,66.56795364712941,97.28054556077252,20.189160942601056,23.414729282155093,7.329981756844635,8.76,14.43
GM78_RSN431,0.00012037270101248866,0.031104643830986572,5.549378824782379e-05,0.0398031518983665,34.8542454784495,21.606042877600988,3.2228949462561856,60.20053739840794,86.58046296522721,17.620129587756317,24.43686036224465,5.347116404048848,7.720000000000001,11.0
GM79_RSN457,0.0011937647001052359,0.338922423041025,0.00043217295743979464,0.39557187083107637,614.7466180894464,180.8257778130575,11.7612916417775,259.9820955856949,476.22646545762575,53.7152685213022,148.96747421310374,22.207350289956537,6.8100000000000005,20.485
GM80_RSN458,0.003377671766626504,0.5954639810943352,0.0008288007242285439,0.7285782480531873,526.7234228105209,287.48658982662664,15.942239412839175,407.4443533397,651.1719871888522,67.87588519832505,245.480040582761,24.466485072128755,7.52,12.545000000000002
GM81_RSN462,0.00048202194840579114,0.14731573171087506,0.0002382820236194087,0.21472225310734014,209.24829106253503,50.85944721254352,8.811484292672795,158.19092033352703,321.24329876038314,42.766263398832606,64.91542600306082,12.128462120236266,11.29,20.84
GM82_RSN464,0.0007081874615391726,0.2011806993778163,0.00030776955695179355,0.2706410189332612,220.16588153188957,56.20646411480711,5.196723813969534,150.093939574191,331.8905065559468,35.565399273675354,75.15880258859602,14.58682242183733,10.675,23.485
GM83_RSN470,0.00027671820781395,0.08268168355278832,0.00014520661830260052,0.12030488981228381,80.89678860635242,24.825159036981063,4.233155762005951,72.97296719899633,203.24524223179404,18.725995119234764,32.86459399076946,10.847829478191793,14.84,34.75
GM84_RSN506,0.0005435563662369168,0.1675970392190358,0.00021760375589782277,0.16558415064388396,180.5535116883628,131.1791307680619,13.578769122410264,252.31382862121168,325.8908402889497,93.95544524219126,80.0246392596389,35.15463633286917,7.28,15.98
GM85_RSN507,0.0005173898090167835,0.1898422037428456,0.0002189877238778552,0.20222073227340676,197.5840429138444,121.8799520405997,19.286041354495644,281.315841515233,239.83812475800505,80.7335706655172,87.59638775025401,25.57387002460568,1.7399999999999998,9.32
GM86_RSN509,0.0005535585780665496,0.15313736279183332,0.00020910206776937515,0.1745570029144917,153.1190011689317,114.6810425688802,16.43259269683862,254.9159502225423,361.926338231934,69.99916563236306,80.99541909722666,24.351774681083416,3.049999999999999,18.06
GM87_RSN522,0.0005729465413478717,0.1868782807459516,0.00026719345041742643,0.2616064847635182,258.08485545735306,86.49729495018063,10.485536569648705,140.8675462041942,314.8712055844952,42.45811876827408,75.92149803831781,17.056788192546186,7.455,13.625000000000002
GM88_RSN523,0.00026809482841464,0.08374603331235525,0.00014799610183381494,0.12221853404666656,120.939676219427,37.74797291850153,3.274423776781491,90.93903975760824,223.10610108794543,21.48002638026576,40.923805705730985,12.422489470464756,12.63,27.955
GM89_RSN544,0.0007250041555724193,0.17042531935095992,0.00031068508065137165,0.22045976765576852,285.5126258979231,68.18649800836087,6.514434937751648,161.15854948304082,262.9051753003332,39.10473341959784,87.2413200327404,21.516235057308435,11.165,21.805
GM90_RSN547,0.001515498823858311,0.3604020215286242,0.0005009061281524428,0.4454798176179691,470.8609856280886,170.42467405626752,16.309112924128698,362.0428961677113,491.5267630320026,54.19910491036472,240.66868206569447,24.02941382250488,3.05,10.34
GM91_RSN549,0.0017139245800102659,0.42827624824042443,0.0005108859360578672,0.474743075725912,445.68765506714936,129.01247947185018,17.254430736528317,367.0647207625035,456.645779323548,69.96844219076343,212.26231294748555,45.93635279987836,3.1050000000000004,15.34
GM92_RSN558,0.004744239737475873,0.735237716547029,0.0011071639918519786,0.7940095799094843,933.966073838252,293.29556498538136,37.26625390623138,889.9668070931974,835.478069146376,153.6347181232411,409.1692550323376,42.24324873165773,2.495,8.06
GM93_RSN562,0.0009981526171749413,0.294456284606743,0.0003782307442348862,0.34167877580587186,266.7616273613173,113.59467764436208,11.827789306791486,210.3241217319176,229.4990002408368,35.30206706672479,134.7382128438394,12.43574021558122,3.305,15.685
GM94_RSN563,0.00033310514742674246,0.11683468950905182,0.0001736237075941291,0.17377887362937494,140.23375840008762,51.30313571263439,4.007147832813136,100.48571178229938,214.59689155138503,15.422151702723534,54.87133795668327,5.920363390645803,6.984999999999999,15.98
GM95_RSN570,0.0008422935472961262,0.24124798507848982,0.0003427836214391202,0.2842534403008675,245.85599165771885,106.4739740511126,24.66228544041296,329.6207084520792,825.7066816442219,97.30296846266118,146.40276019295692,81.13613618443988,12.61,24.25
GM96_RSN571,0.0009247283922804875,0.24894386677577612,0.00033555931993937553,0.2926557623329207,295.17763098573266,132.63562973841408,26.56544225281309,358.2558887934587,766.6199046067813,120.12432871524064,139.41613727395278,49.09914010800178,8.5,18.09
GM97_RSN573,0.0010116727964661148,0.2853309970226213,0.00037858624676233874,0.323236505806317,303.744721401219,98.12215869341247,29.33566020539229,328.9261116195417,788.5949034452965,96.27363829926574,146.04674364212448,79.32650915511508,12.68,22.91
GM98_RSN574,0.0006085286118606465,0.17696558517132288,0.00025615971835847475,0.22017414342290453,176.78230160421248,88.4982735440912,24.8614448031266,290.98022232681336,769.4608221192539,95.31644446628816,107.68086736639064,82.15556678897325,11.26,22.880000000000003
GM99_RSN575,0.0006548520041065315,0.1970618162070627,0.00028286349198254217,0.2323312047518305,186.82749302469097,114.97621668193716,24.932932262619683,314.93452977356174,681.694553087629,90.61637925632904,134.1580463174534,77.12289695087159,10.410000000000002,18.46
GM100_RSN576,0.0008206421225669692,0.24206905466714906,0.0003110043182890412,0.2920683565572932,217.81322609155595,112.66194906264036,27.021606832833143,374.0290955099774,822.9391302531021,104.81959695303124,140.2836941907601,66.52545175308171,9.65,18.39
GM101_RSN577,0.0008396577442823013,0.23468157185565028,0.00033065986345679507,0.26501832822769755,187.83970434737705,137.22233106372067,24.14007865290625,348.4120548753587,828.5793052755395,89.66470441936005,145.93413477322716,72.05317841233159,10.249999999999998,22.17
GM102_RSN578,0.0015699812985007261,0.34295712708290804,0.000519177189325542,0.40131748881066953,300.3907714300439,178.98065218206375,23.54560841286405,405.1268258173762,1015.054578406181,85.72122289721065,208.3754786141382,82.33556876564286,10.670000000000002,20.22
GM103_RSN579,0.0007549819866853527,0.19977673901270626,0.00028823443618320734,0.23276386735808713,233.3304248903326,124.34764946936652,24.98774682770099,332.4703372090104,736.6349455625835,109.7479949746632,140.8945836417963,78.0790605929511,9.47,19.02
GM104_RSN580,0.0009043361352072945,0.25583007699245275,0.0003472858078285423,0.2862231769564687,226.21034622475747,132.47171985397586,21.72507665670081,372.12800678295525,810.4107979013418,113.8263715466192,144.26376224964358,52.434551607968615,8.549999999999999,15.79
GM105_RSN581,0.0007310969730728694,0.22072069802585434,0.00027653422280540265,0.2585618708039964,214.7267800224953,123.4627766790255,18.21317437133166,314.4783303161833,641.3657335146783,99.07380189443204,123.21131283126896,56.28584592704172,8.920000000000002,19.45
GM106_RSN582,0.0009793124564433792,0.208929997171585,0.0003610157417368236,0.2631386671554691,215.65770701426356,118.49405430706372,25.59572480923301,324.7413441127838,895.270329591924,109.25722200766516,135.46879751486512,76.31481936360493,11.06,26.12
GM107_RSN583,0.0005586183074109439,0.1750632709500218,0.0002368897972355785,0.2034164551369283,193.2025947880507,82.58078185823726,28.62963982906276,265.5038260648744,752.6778711876335,99.33194593620472,95.4459994811691,73.83690807476376,11.24,24.18
GM108_RSN584,0.0006945016693306995,0.19906424650386856,0.00029079658567369895,0.234592692474262,182.25614583746028,127.5799483208972,21.71471963025277,334.95587032974225,705.1974793646266,91.9091275801918,144.92821009788554,72.60962811223109,9.150000000000002,19.73
GM109_RSN612,0.00031501110966431444,0.13728430267942518,0.00017397108298804718,0.19798545501292208,147.5933670449213,49.53636056495,4.663056657390453,118.58802551494024,244.84001956784036,18.987628319174576,71.17152374123435,7.813876013456244,7.455,18.525
GM110_RSN625,0.0017191384738310391,0.454592733547171,0.0005673734776564421,0.5349304324438608,789.1088932648621,171.6477658738591,17.55902516554528,344.4042909371737,375.3759273897825,40.566639989484194,190.34253837005724,11.236145456693276,1.79,10.215
GM111_RSN633,0.001053501679721729,0.32197516397663156,0.0003920412059487409,0.3925755566602718,361.5910525437229,130.24994794965167,6.672174422239557,218.8454434392432,317.3899035487494,32.311467550493674,130.78625093644945,8.322294226725626,5.585000000000001,11.25
GM112_RSN647,0.0003469281930888711,0.12069426839951897,0.00018738430033973298,0.1773006635055276,139.36332813013132,41.07935479117109,6.063818657326178,94.267346199852,210.1520001327644,19.15899982303421,43.72306373193713,9.58873181241304,8.79,22.565
GM113_RSN701,0.00026063041729684804,0.09047272620222159,0.00014338621355156734,0.12793751673338466,96.3314992563492,30.801748434073,2.867683266740056,93.38826834758288,156.15028287710743,14.984100243277211,44.99809341972218,5.346738858631901,11.8,16.69
GM114_RSN721,0.0020785074955498176,0.5098153334128479,0.0006196170745354022,0.5951435243714024,610.92392660088,181.12473094983983,37.26279479381156,483.90961998399456,888.8204856348212,148.72973268945728,238.29730192183425,96.45180149230958,10.0,37.045
