GMID,T_0.01,T_0.02,T_0.03,T_0.04,T_0.05,T_0.06,T_0.07,T_0.08,T_0.09,T_0.10,T_0.11,T_0.12,T_0.13,T_0.14,T_0.15,T_0.16,T_0.17,T_0.18,T_0.19,T_0.20,T_0.21,T_0.22,T_0.23,T_0.24,T_0.25,T_0.26,T_0.27,T_0.28,T_0.29,T_0.30,T_0.31,T_0.32,T_0.33,T_0.34,T_0.35,T_0.36,T_0.37,T_0.38,T_0.39,T_0.40,T_0.41,T_0.42,T_0.43,T_0.44,T_0.45,T_0.46,T_0.47,T_0.48,T_0.49,T_0.50,T_0.51,T_0.52,T_0.53,T_0.54,T_0.55,T_0.56,T_0.57,T_0.58,T_0.59,T_0.60,T_0.61,T_0.62,T_0.63,T_0.64,T_0.65,T_0.66,T_0.67,T_0.68,T_0.69,T_0.70,T_0.71,T_0.72,T_0.73,T_0.74,T_0.75,T_0.76,T_0.77,T_0.78,T_0.79,T_0.80,T_0.81,T_0.82,T_0.83,T_0.84,T_0.85,T_0.86,T_0.87,T_0.88,T_0.89,T_0.90,T_0.91,T_0.92,T_0.93,T_0.94,T_0.95,T_0.96,T_0.97,T_0.98,T_0.99,T_1.00,T_1.00,T_1.10,T_1.20,T_1.30,T_1.40,T_1.50,T_1.60,T_1.70,T_1.80,T_1.90,T_2.00,T_2.10,T_2.20,T_2.30,T_2.40,T_2.50,T_2.60,T_2.70,T_2.80,T_2.90,T_3.00,T_3.10,T_3.20,T_3.30,T_3.40,T_3.50,T_3.60,T_3.70,T_3.80,T_3.90,T_4.00,T_4.10,T_4.20,T_4.30,T_4.40,T_4.50,T_4.60,T_4.70,T_4.80,T_4.90,T_5.00
GM1_RSN9,0.0001302739066166994,0.0005251325108642627,0.0011900142129261078,0.002166963050222348,0.003809139830455704,0.006353238368842747,0.011237645634107108,0.01488357679325326,0.021763201857258205,0.02784143752711901,0.031579769272992796,0.03799818105023845,0.0514414879047202,0.05854672011702124,0.06507160512729514,0.07363637466980452,0.0853064617725251,0.11914665105551947,0.1317173243923249,0.14504169381011048,0.17247431599938623,0.2062597975467711,0.2189734173249169,0.22466477816678027,0.2585632422000107,0.2481798369989472,0.2514659133237109,0.2612992094311153,0.3066949558777095,0.34606394190517437,0.3758313695644562,0.3982444466394968,0.4338602332311026,0.41326198476681075,0.4098850246924478,0.4154795660759705,0.4274592760594769,0.4449744372569692,0.4614415725985689,0.47314902320966007,0.4884138325632747,0.503791934276479,0.5208427301651418,0.521586976764282,0.5419155207754389,0.6081314521369469,0.6654577994968365,0.7068358668836645,0.7463440430633893,0.7836839105175695,0.7979106978750978,0.7853180912899226,0.7825744075767722,0.7501787262451067,0.7401633965584019,0.7289168750323461,0.7171887978636587,0.7076353858553786,0.6984585807650044,0.6900004770053676,0.6679850363963029,0.6714403500726704,0.6904612724486877,0.7163506671801084,0.7388999865173325,0.7629465267549622,0.7867375057695057,0.7974320410739557,0.7777535106803725,0.7720708490423858,0.7911381386559166,0.8329924057061227,0.8586121377531735,0.8698015972857368,0.9045244782724825,0.9486134009388929,0.970224694979867,1.0392836585941532,1.1129050048745754,1.1610038216502712,1.1803441992722075,1.1879729654288165,1.1902780011250143,1.1781999564568408,1.1809895769948842,1.2461628528474862,1.2624375470130067,1.2385611517185733,1.2158167034797844,1.2107454958573034,1.209610022964002,1.2097190302645964,1.2094511060351827,1.222462655451424,1.256762458729654,1.2982071007155884,1.3263491456557102,1.3316092306268492,1.325522217315778,1.3096985261150214,1.3096985261150214,1.422652586907365,1.8847284557294026,2.5895868136521005,3.6515575265253726,3.8736906051848834,3.6081139154633584,2.8872994678329715,3.3528869024460204,4.160296264104283,4.0771131514048395,3.616786697939078,3.4433691810948295,3.602315312227278,3.3177349995374175,2.967973914225076,2.6864434441505423,2.7723719837064644,3.0127411059741465,3.0590399224066034,3.0328828591998964,2.9799113452439046,3.003086541959969,3.4074335454416658,3.7614341540485867,3.8712610555870417,3.935971725386643,4.143454681261017,4.365647562010132,4.548345986920206,4.579996458932169,5.1491853004638735,5.873818361724684,6.661355039512163,7.473678957894448,8.12404266420282,9.105289786015202,9.744437085429352,11.057930294065502,12.809680918604938,14.154007673694236
GM2_RSN12,0.00013115588474394267,0.0005256435008034524,0.0011882010643785824,0.002141639528095282,0.003377616604443412,0.005080821185197669,0.007210339433082373,0.009273320055687631,0.011855625710434373,0.015394957034036968,0.021419472768021666,0.026670660664744997,0.03548221826087426,0.041958820762806805,0.05385182721884033,0.07205914327382242,0.08063877230841661,0.09380050339279059,0.10718918761969808,0.1151749501688348,0.12511273240208043,0.14282188175511554,0.15712716025003337,0.17782084702743045,0.1947841127002401,0.2192136940205849,0.24476669501033857,0.27815086761095786,0.2881871564948732,0.32588042322600214,0.3653012445131478,0.36920090198379124,0.3659660028403474,0.3874395403749128,0.4132893674811308,0.44252001410729686,0.4708554949604653,0.4793230995367457,0.48083576528070526,0.4924126258863274,0.5276561512473067,0.5496644559691486,0.574972788378209,0.6379356267900469,0.6982783100757771,0.7548205990796508,0.8030917545527758,0.8465338258779743,0.9018706535164176,0.9442241464277044,0.9867931323043335,1.027507904024556,1.0586638705703992,1.0625822155851632,1.045724281792533,1.0088663180744615,0.9727754298418673,0.9411077013535833,0.9027115560506017,0.8632825027742883,0.8431359220278497,0.926872853312877,0.9842179858603121,1.0105352418403948,1.004883219905545,1.0030432681859782,1.0198272369212869,1.0867065087985062,1.1385920458973353,1.1871347096173521,1.240070118506778,1.2997466163150697,1.35756241427886,1.4333406455641546,1.5073070477884516,1.5762774542551863,1.6572928397511673,1.7676929849045964,1.9003290453967,1.9916749253498442,2.02791141010361,2.065596777299135,2.11641032471137,2.2108778499227566,2.2936721979215067,2.3729868047558935,2.442424796497575,2.502236162484942,2.5462304078477427,2.5876061135712614,2.624822819479738,2.6532634662567167,2.6651497738772965,2.683480965062172,2.691674898330036,2.680672291624708,2.677720263195335,2.7272486311523627,2.6932762245545327,2.6110218737732978,2.6110218737732978,2.90100198387317,2.9962357349805635,3.116213182412022,3.622544122569803,4.291263845890547,3.9925524421395315,3.336039532432055,2.658436625552694,3.2976410937640366,3.871001720729889,4.655569155979278,5.061191888874802,6.191136954128138,6.961774340535508,7.08582301787376,6.588994354708137,6.65991029483063,7.2927151420220895,8.146215497357728,8.675229820051811,9.361807159560037,9.357375719817153,10.9043227933831,12.143612012610326,12.30841221107797,11.522234722131873,12.591811509765128,12.90961811976678,12.437089894057875,12.356315516201192,12.524133522013608,12.227013221805247,11.467707408186103,10.796703770986584,10.573008206349263,11.150979807506824,11.432535026574895,11.482421695298596,11.301404968940579,11.036967636783196
GM3_RSN30,0.0009446802023184227,0.0038081261703878065,0.008763737988448303,0.015961891082703603,0.02448141519427197,0.03915186879248282,0.05919727522805044,0.0841164275556878,0.11606232580538775,0.14869251498902752,0.19505838789547705,0.24373169689627697,0.2636465982343519,0.29554337326820823,0.3865318256326414,0.4475811734515432,0.5305840769338357,0.6591933136378256,0.7271972143429462,0.8173527521762602,0.8512353892387774,0.900476935402841,1.0348205891244202,1.1963037390471296,1.24158759211156,1.4213129616423248,1.634235588988401,1.9306397294984095,2.2357611536272155,2.490709145495753,2.541134376598084,2.4621362256979626,2.491530302481544,2.797677041048402,3.3183834596630506,3.7159672911722965,3.8820237194095477,3.917648096224035,3.901173527142194,3.8617427729002474,3.7736561264683357,3.63787808505423,3.489188003488015,3.4931092330660287,3.577375071767003,3.757144927051352,3.9707287684537422,4.179358042293905,4.408659568434338,4.602482126187817,4.699333588535195,4.708212887535897,4.641669273474444,4.52265689895449,4.364191946559359,4.214955816995523,4.085294216430098,3.989916715916755,3.881261698184348,3.768236007001123,3.6397725063590856,3.4935873913871687,3.340054120817085,3.1694246159177797,3.1026434294127276,3.0442540132705074,3.0717241952511105,3.1106259058517227,3.089916711913963,3.188594511379077,3.243889129085289,3.301313087012101,3.4068139096754386,3.484251198696397,3.5168389883100946,3.4831905643647176,3.3342252776345394,3.2653622292293547,3.2389407616676325,3.236078064211849,3.22841314797367,3.1584391616620873,3.121654845461974,3.2570454830725573,3.3844186442414266,3.501141377494609,3.61034488681687,3.7139277166437275,3.809465956857429,3.8841213012432005,3.9515183784723136,3.998948501985766,4.043821198578083,4.064885347578326,4.073045444204435,4.048072519494145,4.070497945525535,4.130687611464865,4.178479763739629,4.211915316928831,4.211915316928831,4.936702266284228,6.483904365408496,5.7925773661222,4.973025552238442,4.176416145117404,5.312447289749679,6.54244654471175,7.664589695316188,8.79967983671745,9.275454829574288,9.186616423560677,9.905104007528076,10.351695948915442,10.731482238199256,11.138855224202704,10.204589419994033,9.753139159405714,9.65190355383762,10.014866543106104,9.559520167512758,8.85929577294854,8.40416214035252,8.941844645504132,9.236838113860333,9.674699189004746,10.160765844270445,10.22390715725165,9.479477704920063,9.35431146489695,9.474725787270085,8.96991720816825,8.918319966986468,9.165802998206493,9.831475076087909,10.224383209837479,10.270205267161645,10.069308294327023,9.784618710709307,9.365686451863517,9.286870773666545
GM4_RSN31,0.0006181063151014856,0.0025244171379036795,0.005974809324699633,0.010841534081737898,0.018468824031011872,0.03336142957663097,0.0490339637375343,0.09478751406950557,0.11893664214179434,0.12145910186222303,0.15793745391570155,0.20395406765205684,0.20716540694367797,0.32451422316041906,0.4509167663514503,0.5297057342368335,0.5983323938201206,0.6460480329455615,0.7210426620993657,0.7800644023456104,0.8282333918994564,0.7945008666358858,0.7260855625295056,0.6681450932725108,0.6427221688421119,0.7035491088417368,0.769998409640799,0.7415095202570896,0.7006771714517457,0.794975090913103,0.8812242989611904,0.9606045193828203,1.0310349663475151,1.0574475671954773,1.0134116908282214,1.0523714893623057,1.103511222040511,1.1423449737913907,1.1834555140923726,1.3022440932486805,1.4544234829786298,1.5789932119110415,1.6042073475175047,1.5675996921902207,1.523839185520607,1.5784312179711506,1.6843713308169124,1.734191273309519,1.762461451077146,1.7682204187485608,1.7166268773287352,1.6083372431334053,1.5107571630506764,1.4133634819074006,1.4700179185908544,1.5278661055361178,1.5696422797044358,1.6231733365372238,1.6863090008672277,1.735643785925445,1.8071375910977956,1.892934626557563,1.9539521205332389,1.997577333454797,2.0242022929052674,2.0608974380592877,2.0732087229702216,2.061298703037452,2.0220769783969,2.027160874904122,2.0705268342486605,2.131281377632808,2.200418065807026,2.2934367596885283,2.3095558866742523,2.3559182282798017,2.3974664658591784,2.521062083090255,2.595646245703099,2.6564110062414543,2.7109496366127477,2.769683827058585,2.845055427570449,2.931923541078915,3.0180416770715794,3.0818580431367373,3.1370514037634183,3.180933702028617,3.231058148062493,3.2679166939074182,3.284935855107485,3.2875437009112303,3.393326924667795,3.4720638593060977,3.5239050052028396,3.5671386649661154,3.6271444271159496,3.6625710018079074,3.703617041838846,3.763992219851402,3.763992219851402,3.789353995729799,3.769932985090561,3.7904132299956284,4.039822828306666,3.361389532728588,3.4495803787519725,4.337730207582648,4.735149263981337,4.402267694711332,4.927045517881416,4.806007093677669,4.87824037072227,4.966394514014295,4.761826365484554,5.297601321256359,5.754332919644923,5.5684806434876375,6.119917646815922,6.965693261549419,6.22899627936235,6.056827655118878,6.9166376837718095,7.482460264448251,7.622078517204233,7.85470662191205,8.652305893983158,9.390968122751955,8.969259767943988,8.584127143321766,8.337913802899749,8.674706765270239,9.864282970838742,10.891794394591402,10.384975970301161,10.244327163710503,9.61264679739235,8.727007398422504,8.568410184072597,8.70551431898244,9.578880996626195
GM5_RSN36,0.00023414511223778553,0.0009412000754276267,0.0021344504114072134,0.0038581162796247075,0.006221921164604405,0.009475918301365247,0.013537349844060442,0.017964916879020142,0.023261160874920025,0.02816620693917885,0.03250221959759183,0.03838829936527843,0.048066334127648706,0.06313632035762518,0.08449994345790454,0.1139702637549916,0.12148261285740333,0.14188920559961024,0.15232299384012127,0.1814107652335114,0.20560405522886185,0.2271282651288718,0.2516435691429961,0.3047387432916118,0.3355508056417191,0.3791433252056715,0.40673432863981623,0.3905737912922403,0.3781056136570877,0.37538749924265613,0.3605382764744865,0.3928153910511206,0.4679877052026044,0.5111650344748768,0.5447143954647057,0.5592805245012258,0.5536985066926919,0.597667623802074,0.6303942733229895,0.6509600894086711,0.6615416533353703,0.6695646732361106,0.6786706997901836,0.6877415701790164,0.6929317736149071,0.6975124738376222,0.7807278185051982,0.8868927353862611,0.9464229916390341,0.9588627757318146,0.937570763263495,0.9166242382029112,0.926604835516277,0.9572212792280348,1.0157060926045176,1.0645385974478792,1.1010437063775433,1.1420938695110776,1.2009732524227825,1.270580810023095,1.3313168779723732,1.3669878141876157,1.4633904689524946,1.552675970565247,1.6596168762291492,1.7513954254871988,1.8237957887055873,1.8765021674773936,1.9084464443197422,1.9229537296774724,1.921665816049545,1.903859178979089,1.87441497853856,1.8275976921664403,1.7889207690506985,1.8470459857683375,1.8974003163426154,1.9451808032530995,1.984745740954017,2.015687324243173,2.034494419262855,2.0426323520177148,2.0571614887239256,2.125538276613672,2.1954200172564886,2.265069674377442,2.3904455283847965,2.5438976970506593,2.6708103024036007,2.765803633261266,2.8330937673165364,2.8869236637988163,2.933232779277871,2.972416448700156,3.008043176572986,3.0457566589557388,3.1063049853317906,3.165057731615112,3.2260382947082507,3.350239451462773,3.350239451462773,4.782386729928266,6.109090322619784,7.265634035094804,8.263685630169716,9.178295551036804,10.326893852840875,10.741965791807457,11.639246716596011,12.21797352402833,12.920910510742173,13.89373292793829,14.373828565359688,14.440331535532078,14.632801905272958,14.081576250770269,14.581311436526532,16.713783114849743,16.699622246240512,15.76570917073419,16.116165800701634,17.01763044721718,16.984956972722408,15.834744964698652,13.977706594949801,13.78907629774349,14.508665164618842,14.701573176475442,15.7817229979181,14.742576888908516,14.76798674506433,14.129078220364553,15.107562721108746,16.402868503359418,18.767876954927537,20.691502631487896,21.296200117574543,21.72460388080026,22.412330482939577,22.916728556960244,22.612754322759205
GM6_RSN53,1.7257462974992237e-05,6.913883152186861e-05,0.00015629568682561727,0.00027929554642035134,0.00044989889320008844,0.000667596362614448,0.0009369182985647988,0.0012852725827494453,0.0016700941207102753,0.002085805458149899,0.002515911693887004,0.003089303164480528,0.003508488359855665,0.0047282810060790825,0.005668448403842796,0.007113477424237029,0.008901597483755198,0.012114822694413847,0.012835076420382875,0.014210777134363065,0.016112813989642094,0.020652974187049224,0.02307639081903126,0.021726630220953603,0.021070710043950374,0.022935341541044773,0.028446239296809905,0.03473581815858351,0.040264695231075905,0.045191521976543116,0.04438764481751421,0.04345255935159174,0.044617082613898566,0.04811283131350085,0.05316497436669036,0.054809242048152775,0.05597692057545913,0.057944812739524,0.061841595203421224,0.06484128608097355,0.07453971748488827,0.08528855197751564,0.09137710895053609,0.090182764635961,0.08825041528686325,0.08981045939040658,0.09118885042494165,0.09138526075854256,0.09190252995029426,0.09214027623988684,0.09221144468732288,0.09075476329531677,0.09689295701000414,0.10407356292266817,0.10832194593339163,0.11617598097210242,0.12684998788295562,0.13627857018854236,0.14451547726738195,0.1512632644068256,0.16139001394573457,0.16792956509113202,0.17086663202904098,0.175278396918372,0.18700310279571025,0.20154765123592128,0.2119228457959972,0.2153742555483659,0.21442297716797187,0.21201980269634393,0.21300203016049862,0.2124102921872002,0.20941933413516492,0.2076248013362364,0.2078944955685515,0.219442646646503,0.22432421246513748,0.22640470784861907,0.2356020759117189,0.24143973409675967,0.24393962233105074,0.24340934635969033,0.24031671642353455,0.23552765738758946,0.23080223138213538,0.2452192885085332,0.26263540798893836,0.2777269422862614,0.28805688802108526,0.29359427691020934,0.29439940616008936,0.29214318446130716,0.29013429461647516,0.28898766862609404,0.2902099858834286,0.2953877435347493,0.3024738296880422,0.3104499382985747,0.3188672965458428,0.32464759502934365,0.32464759502934365,0.38154051617088275,0.40492402706575187,0.36769526421463367,0.463005658114492,0.48493463506832085,0.5495332613698715,0.6038154432196318,0.7181772752917852,0.9314987227543214,1.0446941785660686,1.1415981091609013,1.2569920687431386,1.2810111680727623,1.2331870883387284,1.1672184765001083,1.3830329224814966,1.4239628019027162,1.345293632997478,1.3453037060083657,1.4638410577290804,1.384385511046312,1.4398101726483319,1.435097520716578,1.3243484866624928,1.3460588802843665,1.4244861346364968,1.5527085034533876,1.6547473395822603,1.6790429458197609,1.7049033343529034,1.6063620703742953,1.7027077354515843,1.889645827104973,2.0969090104181505,2.303893660432641,2.232737899076123,2.0991188775903793,2.0397318075905893,2.2335400133832244,2.3354846382024292
GM7_RSN54,2.2489823101314308e-05,9.036097509182415e-05,0.00022000390224130963,0.000396309804848804,0.0006793431489034533,0.0008965794485878325,0.0012979018536302008,0.0017116767149798985,0.0023819482051663852,0.0030189466367082215,0.0035936059029769134,0.00499929815606391,0.006728765033778095,0.005972088883391188,0.007300722433916342,0.008926745868398317,0.010248888396151687,0.01235592116865706,0.015273762737134471,0.016696225714315414,0.0181480808374313,0.021317476470681836,0.025759924438976508,0.027283209473642933,0.03349195936157759,0.03663219911681223,0.03997935439888893,0.045230301085707664,0.0469315133480344,0.04582697180582024,0.04862682872643302,0.05533509041146342,0.064285270965141,0.07279643291840368,0.07728350599941937,0.07855244704765375,0.07497343842945395,0.07204730029509941,0.0740377111452096,0.07423348399979632,0.07438562876598792,0.07532728350673801,0.07682033072195613,0.08654136790161146,0.09990967894457799,0.10844969449105772,0.11580321585014373,0.12116231857240274,0.12271872733937345,0.12192622042540374,0.12183313170895176,0.12409700121484384,0.12432245407520072,0.13415828950023545,0.14167683088577587,0.1456067927025,0.14508156537002395,0.1519897535595576,0.15879865104128849,0.16980006508222267,0.17773789337906262,0.1832137866714041,0.18172283751078847,0.18281961361314764,0.1826171576633088,0.17490857792223605,0.1684003426971004,0.1770940490995404,0.19063452093749358,0.2037021035513662,0.2144570508559567,0.22755640573687855,0.23839005942169425,0.2445602102879087,0.26088530084247563,0.28166458390634475,0.29383938116275815,0.30295823824352147,0.31512420342898545,0.3355798121396123,0.35333542339153945,0.36640578301673665,0.37372322777719197,0.37556884647024735,0.37922688531863125,0.39310518552768475,0.4058062246099103,0.414586065445717,0.413611985111389,0.40571365650184327,0.3954152187105961,0.38580323305246145,0.37764929592346824,0.3708935167790578,0.3639106232056641,0.3578480132333103,0.3586395974937739,0.35540933132435826,0.34338790724752744,0.3323499687696435,0.3323499687696435,0.29226932755851043,0.37904181424951494,0.420304781242039,0.3795181139709334,0.38953969550467527,0.4310603684794263,0.45641775584687827,0.44948632276376543,0.504210948966607,0.5398838211760112,0.6675663012553807,0.6159373219579863,0.6109077938686024,0.6280223737003442,0.7077848937159626,0.8969211240060316,0.8530219870929777,0.8789066058158219,0.9097698634817479,0.8710310661134073,0.9455788857942394,1.1260386323669176,1.1127713625070441,1.071873432853446,1.149985956626287,1.2234669625942844,1.4010702796328618,1.589350465785327,1.7509224511514223,1.9704493630833735,2.2499821858919296,2.5811669377530717,2.644377445743777,2.481249387202069,2.259477704348587,2.1185084289899128,2.0979936182697068,2.1974989382430783,2.4116047525160322,2.7131038374069942
GM8_RSN60,1.0830019837505575e-05,4.395218478375264e-05,0.00010486700569685466,0.00023592411938496753,0.0003211252448073104,0.0005527884837027079,0.0007710486243976448,0.0009405531498941328,0.0012738372664777185,0.0016859224587774165,0.00205826935664834,0.002241093472443023,0.002616522683059,0.0032973025215159383,0.003847522298694095,0.004216017505014466,0.004775532022138419,0.005446298243574264,0.005901328807836497,0.006150474336155559,0.00705096080071517,0.007715318382062453,0.00874039824988569,0.009527321143809721,0.010782328842358432,0.011870185549673075,0.012908742295586945,0.013853218594677776,0.014905393176634812,0.015911620370970637,0.017547103660451986,0.019245747187006702,0.01987355382213517,0.02094945300473071,0.021854664197150295,0.022950064361207827,0.024347480702476176,0.025428429868381085,0.026711733958775512,0.02942053136960232,0.030421073497476935,0.03336638122635402,0.03641178384680119,0.03945108153248783,0.04007028750811747,0.04145095474002097,0.045894341483583734,0.04926217832205194,0.052542178748367384,0.05564118259456942,0.05744835684770575,0.05738228195325581,0.058145928240706427,0.05909426976845904,0.05874596444336431,0.05766813007260836,0.06207583356414286,0.06593970420668113,0.0717271394428723,0.07816717005005556,0.08552727732489007,0.09351148149151392,0.09826970285789685,0.1016764111918142,0.10675441436073498,0.1137701926228703,0.1182933398989754,0.11931374309942572,0.11695670828842948,0.1152995205774265,0.11605172040688633,0.12030146258751805,0.1216232718933307,0.1237086412362928,0.12690186526720618,0.1351937625325173,0.14679132606256834,0.15741400416457932,0.16589093537620092,0.17266920856613907,0.1782326776749532,0.18277644685403888,0.1867965722504323,0.18819470980901953,0.1886570198186941,0.19809616640441735,0.20917923565944244,0.219330135446896,0.22612961650253924,0.22846852337889756,0.22654918765241686,0.2219020862227113,0.21650578808759433,0.215083866889037,0.21435657021136406,0.21524032849589625,0.21753915518695258,0.22732443278370554,0.24268422560030234,0.25498797273706386,0.25498797273706386,0.305810540545514,0.37700998868990454,0.3413600517948269,0.4394540601304231,0.5106335016877158,0.4742119877350431,0.5120568622932578,0.701169956474364,0.7976260005893502,0.8373019686531685,0.8471853256217613,0.7507232808485296,0.9321865438312449,1.055093537341835,1.0488545047224538,1.0104395573216425,1.1769030259561575,1.2399225506233327,1.387885235806966,1.3869269197080056,1.3449759042174452,1.4171369768754158,1.41046547550019,1.39308889253797,1.2559060976968628,1.2417248058919879,1.2887539112217412,1.297046428928528,1.2594258608866977,1.302705849604815,1.4434013963231835,1.5292365016033826,1.4230518175419142,1.3001419875774904,1.220718092422027,1.2126627882274794,1.29691138857697,1.4415741836293468,1.5486073069035478,1.5436450328374491
GM9_RSN61,1.4103322721283332e-05,5.669227117566171e-05,0.00012927611014988138,0.00023883049647785217,0.00037897087278003066,0.0005677791575025594,0.0007918856384738511,0.001088375330012224,0.0012883997893600758,0.0015794096919565404,0.001919200316629891,0.0024745260372248264,0.0030293219748045355,0.003437340423463385,0.003770239966763749,0.004384664927996084,0.0053151017742420715,0.0063386234285735905,0.00679376938050525,0.007919488703650142,0.009007977498475529,0.010468548447703497,0.011246736356729585,0.013471460339976513,0.016213648730071042,0.01817510763487863,0.01872015770771663,0.020748655713009108,0.024508663414570947,0.029235327092125864,0.03171098629648504,0.03438846685981131,0.0385736520472697,0.041779238395224266,0.04554195025245883,0.04910767506521293,0.05487290993717454,0.061343285909053503,0.0666335417261114,0.06785231255819442,0.0689535344116172,0.06790284772704495,0.06669346283050014,0.06758498232107855,0.07391595731887014,0.07516387604711489,0.07530170773756607,0.07654291460604758,0.07707401595518668,0.08155178590239122,0.08484673647042008,0.09183411547340857,0.09447378965977796,0.09203307178696349,0.08921025918569046,0.08664811510534552,0.09108094040812006,0.09598039361510695,0.09632060891658044,0.10700962909678699,0.11808765711195798,0.12586813799951935,0.1290196081243055,0.13192855412726512,0.14002909572161584,0.15001373344409472,0.16337435269941278,0.17927469428824946,0.1952797494190831,0.20979770201267822,0.22279762956242372,0.2347841577153199,0.24433886392728188,0.24955690607068906,0.24980985290968866,0.24588184147383313,0.24225795983742401,0.2411275992691591,0.24196198572646957,0.2481087279025697,0.25045385289628475,0.25094866135318844,0.25219046885648855,0.2587463516350073,0.26942466709678625,0.2776478486325868,0.2832820073870202,0.28807649226642634,0.294995352031921,0.3091749015109422,0.32338603018271295,0.331867808223139,0.33463557473037336,0.32894302672391884,0.32592750115225066,0.3313775864799303,0.33519568922242654,0.33873232960130684,0.34388190253250694,0.34926111584266045,0.34926111584266045,0.4105008135113586,0.4843019211605059,0.4479893920947819,0.6064820569352662,0.5751161660487215,0.5570038922430917,0.6404629729491995,0.6957848790992471,0.738014906174209,0.6550846160769707,0.69712672881558,0.7292341541634974,0.7650765430645663,0.7599725441404986,0.8915836629759591,0.8683145550366095,0.828481658659387,0.8750727532882692,0.9087110583291862,1.068050308514281,1.0657238548338597,0.9327075974354515,0.9816711098488871,1.0589858815718676,1.112949082660006,1.2453702224940286,1.4225426792941602,1.5737307873969362,1.5341235704355534,1.460495525236717,1.429160370795085,1.5083801842944815,1.6202442683482607,1.682559455582235,1.580633260400319,1.406626964366841,1.3051401768054764,1.2670926113561607,1.2594287595629934,1.2685342225468563
GM10_RSN62,9.560191291281673e-05,0.0003837710481386427,0.0008712782104599128,0.0015735587229569802,0.0025054833490620303,0.0036667358637354278,0.005242828451455946,0.007691182062335534,0.01118103074451657,0.01578530979232972,0.020315089864880048,0.026041251578870963,0.038263745808552845,0.04690474605416967,0.05089811536107925,0.06552261691182631,0.0717636480446641,0.0759318775802071,0.07837152114060189,0.08638553223993335,0.10796017232402291,0.12286025778866047,0.13049480660630203,0.14115844360027777,0.16290058333992952,0.2116527832131613,0.27769589201792466,0.3403111984013111,0.3712390005764889,0.36209608259491655,0.3268476002358336,0.30022001774248225,0.29133785881658003,0.2881072251863171,0.28863737729853284,0.30371752582676304,0.29273482239760146,0.2586284062414983,0.2796959688172536,0.2862803737066552,0.2862092504422234,0.29474278186094616,0.3291295294523028,0.3681759911322838,0.3975140347562644,0.40698169410864377,0.40724685737891286,0.3818505879141779,0.3583980872964098,0.35127211956436727,0.36242467093552505,0.38049730781275787,0.3852914261962734,0.3804367911414704,0.3846007146593021,0.38350820717714257,0.3771416930038393,0.37181961441771955,0.37247172178748084,0.3710244088668753,0.3679737683536756,0.3520890128198355,0.3429728175123295,0.35572833226218914,0.3824674819344057,0.3733577604412831,0.37777409042782717,0.37809501969462833,0.3689483802139378,0.35565441111223833,0.34090930862099617,0.3402485415512775,0.36091300923324837,0.3840709335360679,0.39928016275451633,0.4076339545220508,0.41030910555382283,0.41226119873238926,0.43784005990298747,0.4401284949637145,0.42727599175293896,0.427206267742711,0.43624034022493424,0.4465092262163134,0.44663456922676353,0.46171119425141616,0.4684091426955264,0.46287296008636614,0.45708552397440655,0.4501423090805645,0.4419914773584708,0.4327810895907944,0.43639409933324746,0.43763766289965444,0.43024283193586144,0.4213680502535269,0.4200948236240937,0.4114824633791245,0.40618327693873685,0.40272460369997454,0.40272460369997454,0.5136350583422454,0.5290435111145046,0.5860008482569754,0.6631111312839347,0.5795735785100136,0.5950012546486644,0.47388498088770087,0.5327455094712603,0.6935355230207064,0.5938751042003368,0.5367122445568069,0.5907195684282798,0.7777587324516916,0.9737764372948219,0.8537057766069338,0.7197364358604246,0.6551267738309847,0.6755027603337411,0.7628993316141743,1.0066865850946745,1.3062282864360943,1.3346587477316894,1.0706422139530025,0.8829207111536407,0.7361258574637634,0.6404312511285223,0.579253679514868,0.5364367562168191,0.5421735668063687,0.5543704071197717,0.5761444822033341,0.6103469769464076,0.6597868214163717,0.7305106907748075,0.8217693821748908,0.9355454084232624,0.9895290890005696,1.1187047024925874,1.047233826022729,0.9241687886598777
