GMID,story_1_sdrX,story_1_sdrZ,story_1_pfaX,story_1_pfaZ,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM1_RSN9,0.0001769435034862822,0.00019013592675767513,0.11045847081433897,0.11638226512719134,168.2398847632572,36.502123620462285,5.937848771011892,88.18461758457657,283.7195396136379,23.86233804456801,52.23922607806325,15.52231812977153,19.685,34.455
GM2_RSN12,0.00018333132115380625,0.00015968979986836972,0.09484765406668584,0.08338616210022683,116.49549361505392,41.26856370900376,7.2956143669629405,108.3065174713573,366.5174567102598,31.55005091405642,48.97959009634932,29.36210524311518,17.045,29.345
GM3_RSN30,0.001806491201390142,0.0015856662973715498,0.6743450621917918,0.5717017911266433,734.4918284901933,267.6801063611396,15.747787088997155,432.39558738625806,488.0622854723702,72.35052555369525,332.89228677386063,29.018868049151063,2.17,7.52
GM4_RSN31,0.0013999326528444148,0.0015427212035231772,0.5859951427512307,0.5787228393831684,648.0503512412272,213.75706713338883,9.27682929667528,263.70126567544537,376.0267329058338,41.96604029519048,182.46646150386636,22.81414051102072,3.84,10.84
GM5_RSN36,0.00021119387290354825,0.0002454532304289353,0.13799356083860798,0.1629526049131753,185.26166323369452,44.92460437025052,12.420486352763987,140.32073004340882,511.5687417705348,67.15597517937256,64.88671574634039,49.46210876905167,24.58,48.15
GM6_RSN53,3.2755692573963396e-05,3.4280618123365274e-05,0.009315260049390347,0.009214260261522073,16.846007019180657,5.708154485737863,1.0020737754581404,13.798335001212187,40.52566961180984,5.1506621139106885,6.043732825991716,4.788176617094392,21.405,32.21
GM7_RSN54,4.388863938538079e-05,4.014497632780469e-05,0.013560270463994323,0.013841547473622063,17.38802145414548,6.831759762127036,1.1917890387703338,17.08989785753887,34.87251635786458,4.086807169583233,7.451272909424064,4.364973035165317,11.87,20.625
GM8_RSN60,2.602255289705448e-05,2.4947251090049963e-05,0.0061655562318408,0.005877429119686845,6.293152087554482,3.881085995661577,1.1190874071055883,8.00532567002826,23.92671700691901,4.023523133868527,2.820598906691958,3.765412964869427,16.765,23.91
GM9_RSN61,2.816718114721461e-05,2.5115598811296504e-05,0.007110694806660073,0.006027869474720024,8.538878663840629,4.266593112974563,1.4863054523335908,11.82796255197602,34.350701877414075,4.522242986436838,4.581052603466474,3.480099974901909,16.490000000000002,23.15
GM10_RSN62,0.00014916608587845973,0.00015105838648019537,0.09108260592552463,0.08503316925127004,100.21340008181296,29.024204307174763,1.9738623342514043,46.87922213973119,72.96077260420608,6.905155027820865,37.71659830436075,2.398445944948216,4.745,7.115
GM11_RSN65,0.0003484121779602428,0.0003676913083620556,0.19400619244183284,0.15932525649027313,232.44944037521768,72.46470685766465,5.193118458296466,107.3947517406358,99.43287447104731,29.057441102450383,72.86259843244747,11.784790944608435,3.2950000000000004,7.314999999999999
GM12_RSN68,0.000911748037058485,0.00114924463864749,0.44451592286233155,0.5893336296919871,535.0930510971051,175.07747135057548,16.31981365274727,309.91205863289423,559.465447470546,68.64155166955128,185.5617361273036,71.19490306716379,5.06,13.48
GM13_RSN69,9.583033891466738e-05,0.00011149803476295006,0.04467436968630112,0.04945560765024749,69.7477655210639,22.145537126068373,6.552675737444719,59.36753496332472,290.8093688855231,17.358489068447195,31.786560239729862,40.19038481427731,34.224999999999994,52.67
GM14_RSN74,4.9508921957158405e-05,4.699895070158481e-05,0.01583453943557257,0.013160116019862717,23.14296081932131,7.305703062159392,2.6673796809454045,18.334100515644693,55.76811795134165,5.982651792956855,8.73614550747624,5.362374718021209,16.285,27.975
GM15_RSN82,8.757263111669076e-05,0.00011941178353914657,0.04667432728706178,0.04733225451170475,58.27062312950793,23.15442815396815,4.718098282124021,56.54471657698743,234.50012943240856,24.84102555564029,27.256428506963854,25.068553028626734,31.62,48.92
GM16_RSN92,0.00012936575046742482,0.0001324992149788066,0.06302430907084298,0.08905051325579146,54.7593843585244,23.43508127324481,1.494676249696569,30.25659371189711,61.79452110710309,6.46025964282347,21.228051006838072,5.656714372879852,6.55,16.94
GM17_RSN93,0.0004452814588684328,0.0006227887938498896,0.2368147347792036,0.30310630814941414,313.4910327857737,86.33186468651479,8.052372913803215,138.64480771961942,336.6441768514948,27.310575623775936,95.14877896948862,33.01054377271303,6.845000000000001,20.930000000000003
GM18_RSN96,0.0009783767403817405,0.000981219721895661,0.42151855919329095,0.5165110017785398,515.6047075608113,162.38148259489293,13.464034943532416,339.45437472120904,343.79239464202425,74.01511575593129,214.97408468939383,29.028681892518687,2.175,7.734999999999999
GM19_RSN122,0.0002169562064242457,0.0002477710766413225,0.12644476747233302,0.15755573867579384,184.34307677317608,67.4380598195657,6.711719901693387,161.39266409087216,319.1072147288849,40.23961510038962,67.06397922221133,16.780607528451185,10.36,18.06
GM20_RSN138,0.0004162676679061202,0.0004085745511262293,0.22079944887915026,0.2581654865727873,225.60179054139303,73.65846303203492,14.400095423977692,196.6559992376469,452.70649290412047,58.00456943126826,98.59337681510118,45.36149433057432,14.580000000000002,18.82
GM21_RSN140,0.0004234168912195168,0.0004057351017967265,0.2224926700659524,0.21627479593307275,243.5000005317792,82.85513662753475,6.226915662262069,130.73685158065575,435.2516792508872,17.29048537696145,86.89105477942894,15.358994800713656,19.94,23.840000000000003
GM22_RSN141,0.00013863269744183727,0.00011890835203634775,0.06262687297488963,0.05238881576670345,70.19739163088984,26.15783492732925,7.702160079290984,81.89275791340137,245.76622678436385,33.486218001401646,31.77303235834387,26.989142501919236,15.64,26.16
GM23_RSN159,0.0007337584859066366,0.0006945523582286652,0.3400202205365613,0.3990644587150747,322.543455812935,185.88818198957395,38.09857916263805,416.4563131125336,630.4879207494847,135.32783627867897,163.34445106868438,61.02487091963759,6.68,12.21
GM24_RSN160,0.0031101155655537966,0.0036873437993764544,0.9867397891616589,1.2636243711723287,1554.661231383656,554.4992844055696,37.63529120782999,1164.6923029242153,1471.887603700219,181.24369453202763,653.9103486114018,62.22941438721003,4.69,9.875
GM25_RSN161,0.001003496095956531,0.0007106800476304368,0.44778368400103713,0.33691129742500525,440.2528195059024,157.74920653883964,30.03983537631521,324.1003234307597,455.88905053119527,94.71763960580935,165.69948480791422,93.14873220225478,3.505,14.52
GM26_RSN162,0.0012413048749360495,0.001540623508583457,0.5325444745887309,0.653666725510255,439.9447706333441,165.52219372833798,18.741780552783347,358.13768706936173,679.5589022754107,65.92389182268258,226.161461701643,40.33467557717864,7.095000000000001,14.505
GM27_RSN163,0.00030655396964645573,0.00032456544397856064,0.18420010793796002,0.19363701132132666,279.41962090710985,60.51566116879427,11.224934758518074,142.06982790870245,296.86311269394514,36.22977557814837,87.97661729148591,42.12617884340703,12.105,24.47
GM28_RSN166,0.00028642074413002985,0.0002665791698801691,0.1398353892562948,0.13896107683509742,200.29359090230307,114.26988222497184,13.064344709091474,214.0985702709922,283.88161755309125,43.08139220893341,97.67958842469974,13.973373434791185,3.255000000000001,10.005
GM29_RSN167,0.0006408774783404391,0.0005617292354043893,0.32285590325253516,0.349512768227419,371.447788773606,109.81701347135362,8.649570305183486,205.51444702582083,412.0450975756376,34.18325479605564,130.83532689844964,22.15270439841509,13.130000000000004,28.37
GM30_RSN169,0.001454510077517512,0.0017885976581668666,0.5934603441735106,0.7139336120617847,517.9432993473163,242.66711693557116,33.58488206084579,526.5990215802699,2401.305038986922,133.09616445475493,258.5914088098995,97.00973962170376,22.59,51.04
GM31_RSN170,0.0007967865223445988,0.000782447483394253,0.3906720313602019,0.391272298652203,419.5702630465068,168.00458075368226,63.07571909645316,423.75193646328125,617.1744545099824,147.50960112963045,171.17411197406383,138.34094776332142,4.585,13.04
GM32_RSN171,0.0008367350156351774,0.0009687784181638232,0.3983332830249073,0.4587179012813059,497.91159582969885,262.4768055803835,76.09742299731168,530.0788620826962,642.3220569711821,217.67536730510105,212.6285358271184,199.82826894495187,2.295000000000001,6.82
GM33_RSN172,0.0007319138300715461,0.0004949597639606677,0.3612476504758822,0.35101257192317653,284.2448018403114,109.54052030743868,9.970425984031486,159.85459259531274,390.3600194810757,39.4520783167398,101.5108403844217,38.14975373818585,6.56,18.88
GM34_RSN173,0.0009206037693600869,0.0008484275936725542,0.4125381055777544,0.4214525480988166,475.8108444853058,169.2982923040836,30.62186686219191,328.1651806645789,607.9734620699719,133.53145920104797,185.9487334976581,120.0467713820978,4.405,12.270000000000003
GM35_RSN174,0.0019366035017524884,0.002114149134143568,0.7074467541502424,0.7706048416212394,1210.348007069511,329.1585401195,32.91063229732841,539.6445162385211,855.4292956783432,126.82932904740936,390.0828718265261,84.81799361702518,4.470000000000001,8.415000000000001
GM36_RSN175,0.0005952268958976909,0.0005671361792955901,0.30789188202520346,0.2828209010456847,312.14082063480924,98.3457632704732,21.62880968297096,215.5767045474083,503.7742205272022,65.52445505573644,120.2865718684405,58.05070282204029,9.650000000000002,19.805
GM37_RSN176,0.0005720592538094284,0.0006238102075984328,0.2907367554390498,0.36226627306472836,477.9966413875443,96.779412305441,10.97304979873688,187.3042379283103,454.2513208945121,49.412214577475936,119.07824006675318,39.52214851190234,9.145,21.965
GM38_RSN179,0.0015746248095975114,0.001696417386069832,0.5984596929731025,0.6946085987158725,818.8078409096381,268.26705042867707,74.4978281316701,635.6010750458889,663.0301988596616,182.93632289527085,297.1450244316989,200.2298208699092,3.4000000000000004,10.115
GM39_RSN180,0.0023643601553908823,0.002487078809547458,0.8094065231379806,1.0267863610877508,871.2224095016315,273.5859853877584,87.10722903466686,727.852493288726,851.7435456902213,193.826493292004,400.6373462214018,241.3205738460545,3.795,9.395
GM40_RSN181,0.0012314849709192555,0.0015792975223180726,0.5275959641478359,0.8160480404829836,694.5224874420097,314.487984733801,83.93615065988043,657.02423356997,877.9172458482979,208.31858925445707,285.7756363444937,290.4686477379015,4.93,9.475
GM41_RSN182,0.0012498850618516892,0.0011338176897102994,0.498648631658455,0.5253743036361572,649.4727588207791,362.34112736916165,77.98764008774012,701.443888771048,663.0321019609389,220.21307791436828,259.5042084885204,223.11221157941785,1.4349999999999996,5.049999999999999
GM42_RSN183,0.002036599146273023,0.002869411674124158,0.7317259041612613,1.1378192093054795,889.732604038024,377.6817304580746,47.760855578399855,642.2456700534362,736.097928666243,159.18638723644042,346.6579351470997,140.8231152468891,2.9000000000000004,5.84
GM43_RSN184,0.0022344555940094235,0.0020641010818271462,0.7779977786859968,0.9986905762914431,951.4851619063764,342.7279776930682,33.82271192072892,721.7129752386572,850.9862458070979,177.73721973147246,397.62233567857766,132.06371690355195,3.06,6.7250000000000005
