GMID,story_1_sdrX,story_1_sdrZ,story_1_pfaX,story_1_pfaZ,story_2_sdrX,story_2_sdrZ,story_2_pfaX,story_2_pfaZ,story_3_sdrX,story_3_sdrZ,story_3_pfaX,story_3_pfaZ,story_4_sdrX,story_4_sdrZ,story_4_pfaX,story_4_pfaZ,SaT1,PGA,PGV,Sa_avg,CAV,SI,ASI,DSI,DS_5to75,DS_5to95
GM1_RSN9,0.0009726919677369601,0.0012192190962497264,0.0732128618361556,0.08339889117866549,0.0006576199889693137,0.0007273123350954528,0.09927469129943536,0.11090150964800934,0.000534955544554872,0.0004883873013541611,0.12041555593342079,0.1349129692290646,0.0002811192353290685,0.0002671726102803208,0.15376224428407576,0.1683613066184297,122.71754189329867,36.502123620462285,5.937848771011892,88.18461758457657,283.7195396136379,23.86233804456801,52.23922607806325,15.52231812977153,19.685,34.455
GM2_RSN12,0.0015062923517033477,0.001016910518383992,0.09062260101355449,0.0939194330643682,0.0009531334051684476,0.0008405672733029758,0.1191705589618106,0.11833896655945184,0.0005651990802442976,0.0005729238541682481,0.13485090251328555,0.13801150739892043,0.0002733131447991477,0.00029074328872735793,0.14984983160956178,0.15831944893791491,148.28998869069508,41.26856370900376,7.2956143669629405,108.3065174713573,366.5174567102598,31.55005091405642,48.97959009634932,29.36210524311518,17.045,29.345
GM3_RSN30,0.004478008587117718,0.004796370666576968,0.3006739730411023,0.6168835198770931,0.004327897003487951,0.0041642307574869105,0.3183791044467086,0.7415345284361707,0.0030527301774313435,0.0025780962145156646,0.3808090363733374,0.8449605206237474,0.0011341791621079982,0.0011347163965943212,0.48065510263888533,0.8416157089263112,724.8933924118994,267.6801063611396,15.747787088997155,432.39558738625806,488.0622854723702,72.35052555369525,332.89228677386063,29.018868049151063,2.17,7.52
GM4_RSN31,0.0024501788795922635,0.002219400504640837,0.2887357180255894,0.5120434494909297,0.0017537365967271136,0.0016981387221013473,0.2508743661248927,0.575047874059993,0.0012142242770592255,0.0012899909836119015,0.22356368109938227,0.5502295590911888,0.00068402524797481,0.0007589144934727494,0.3240804204904674,0.5738001070176377,289.7925413461281,213.75706713338883,9.27682929667528,263.70126567544537,376.0267329058338,41.96604029519048,182.46646150386636,22.81414051102072,3.84,10.84
GM5_RSN36,0.001007973748358557,0.0016117236073533204,0.11196919883485884,0.12665579418214667,0.000739691530466586,0.0011605022788430883,0.11859350921994116,0.12556402061545463,0.0006317999586111097,0.0005738266822978872,0.14605494367094676,0.12495034567963252,0.0003117302215698693,0.0003223122404222339,0.165586968379545,0.15133381764008183,155.61550226693493,44.92460437025052,12.420486352763987,140.32073004340882,511.5687417705348,67.15597517937256,64.88671574634039,49.46210876905167,24.58,48.15
GM6_RSN53,0.00037582123440141075,0.0002755461327309818,0.010604796630428246,0.00968043520797656,0.0002470972894226076,0.00021989259633966768,0.014336244651011493,0.014559688302706122,9.533896265955492e-05,0.00012347967386578263,0.01921929882946959,0.01854713661575428,4.2312931126075404e-05,4.020137618104634e-05,0.0221816617733008,0.021630618781441836,15.111063957828751,5.708154485737863,1.0020737754581404,13.798335001212187,40.52566961180984,5.1506621139106885,6.043732825991716,4.788176617094392,21.405,32.21
GM7_RSN54,0.00035593331225385483,0.0003500109447717316,0.012722348907868391,0.011296432937456377,0.0002360589158663577,0.00022622157757384704,0.016118990606134028,0.016805016131646717,0.00010100555444429775,0.0001013091305361959,0.019967533779988625,0.022456324266846878,4.2909068009454566e-05,4.698636128803767e-05,0.022419815017612373,0.025585954350300987,20.17801401823849,6.831759762127036,1.1917890387703338,17.08989785753887,34.87251635786458,4.086807169583233,7.451272909424064,4.364973035165317,11.87,20.625
GM8_RSN60,0.0002953246034654072,0.00027344531114283153,0.005402369302264778,0.005617915950051409,0.0002179899062571474,0.00020566770217999713,0.007410628806932199,0.006984369842255723,7.997305357306303e-05,6.521697514451278e-05,0.00927511326461968,0.008087718918324063,2.326658902374818e-05,1.9115108340001632e-05,0.010641271066797162,0.008750404448749633,8.639242292673229,3.881085995661577,1.1190874071055883,8.00532567002826,23.92671700691901,4.023523133868527,2.820598906691958,3.765412964869427,16.765,23.91
GM9_RSN61,0.00034303542617053414,0.0003110294128245754,0.008254414473980362,0.008777050523232445,0.00024440544053478026,0.00018205429882482845,0.01166936920621628,0.012508224828605032,9.044219683753829e-05,0.00010556385182722344,0.014291234205971623,0.015492585518674256,3.027917574835881e-05,3.261524916354308e-05,0.015946825701765612,0.01687284818833313,12.672887081731645,4.266593112974563,1.4863054523335908,11.82796255197602,34.350701877414075,4.522242986436838,4.581052603466474,3.480099974901909,16.490000000000002,23.15
GM10_RSN62,0.0005371783290044379,0.00045454073268300164,0.04598684910009737,0.052112331369130356,0.0004371060400131758,0.0004076071392591158,0.06203610892550298,0.07564013957789018,0.0003178688120247091,0.00034904994154991614,0.07517621907353948,0.09767743893478159,0.00018203658218061554,0.00020199675886508665,0.09723769494604699,0.11654051468233544,58.929568341901785,29.024204307174763,1.9738623342514043,46.87922213973119,72.96077260420608,6.905155027820865,37.71659830436075,2.398445944948216,4.745,7.115
GM11_RSN65,0.000799639422054716,0.000882990866068274,0.09111792608977351,0.10705482278756197,0.0007561266434718461,0.0007971268230363344,0.10832877226358992,0.1528656038135473,0.0006557855338386172,0.0006785134350873241,0.14532555243044612,0.19217281448375426,0.0003361245247821111,0.0003491630533031807,0.18088128692549849,0.223494918755547,119.0351418038808,72.46470685766465,5.193118458296466,107.3947517406358,99.43287447104731,29.057441102450383,72.86259843244747,11.784790944608435,3.2950000000000004,7.314999999999999
GM12_RSN68,0.0021013879746491367,0.0025151341383711527,0.2284815345421895,0.354165750211943,0.001879803145012798,0.001776784433970537,0.22651129598476588,0.39321210241703664,0.0012673310260543612,0.0012627930312208726,0.24329313069815056,0.4135625320315292,0.0008003534664477941,0.0007620072739948094,0.3609576939300908,0.45857522367662223,292.6341312230426,175.07747135057548,16.31981365274727,309.91205863289423,559.465447470546,68.64155166955128,185.5617361273036,71.19490306716379,5.06,13.48
GM13_RSN69,0.0008637192917609283,0.0009850721897302758,0.05112156106317616,0.046428513107838444,0.000633309179293969,0.0005991266666415375,0.06977509061815283,0.07059204445516594,0.00040492610738997815,0.00035497905948942966,0.095599689408472,0.08865717005545608,0.0002065420128085324,0.00018730119552474824,0.11028219574290711,0.10314601934059597,79.40889607204704,22.145537126068373,6.552675737444719,59.36753496332472,290.8093688855231,17.358489068447195,31.786560239729862,40.19038481427731,34.224999999999994,52.67
GM14_RSN74,0.00032571263670603867,0.00039445388689427326,0.01431621998481685,0.01718715805955904,0.00025734396524496164,0.00025065501969240495,0.018398360094463273,0.02299427523675751,0.00014336961993393165,0.0001057970323922179,0.021443781855621093,0.025932676299692186,4.6355185343605277e-05,4.152848817065221e-05,0.02299242239083726,0.029837103065933266,20.880418967013,7.305703062159392,2.6673796809454045,18.334100515644693,55.76811795134165,5.982651792956855,8.73614550747624,5.362374718021209,16.285,27.975
GM15_RSN82,0.0005776525389453421,0.0005821339407730833,0.03126374088892184,0.037180895418725886,0.0004230261422465519,0.00041059765319348824,0.05031271822560588,0.05652569800293256,0.00028484262905155173,0.00026192275005428603,0.0668314958438749,0.07985481721621866,0.0001541556702233168,0.0001449702969507892,0.08425536314008208,0.093125493239701,47.55943292604088,23.15442815396815,4.718098282124021,56.54471657698743,234.50012943240856,24.84102555564029,27.256428506963854,25.068553028626734,31.62,48.92
GM16_RSN92,0.0003348594091704757,0.0003803757140617681,0.0314972827381425,0.048672772281900825,0.0002712126681499227,0.00023959090086019525,0.030420565839961933,0.059028564822070105,0.00016307074817391363,0.0001542085510339811,0.033321950517395435,0.05905145980822185,9.864169530477459e-05,9.341637426971781e-05,0.05534109904339353,0.07449315019158359,19.813234567997217,23.43508127324481,1.494676249696569,30.25659371189711,61.79452110710309,6.46025964282347,21.228051006838072,5.656714372879852,6.55,16.94
GM17_RSN93,0.001221096833179089,0.0009553893078740207,0.12473140016818778,0.1549539421081955,0.0010697744854220443,0.0008796875948426239,0.14321464312775836,0.21233287343450338,0.0009662236128096852,0.0008926834233030203,0.18804448531427928,0.22815916101380493,0.0004966416495462299,0.00048464188829175727,0.24816842285841478,0.256552078323796,144.48632887622458,86.33186468651479,8.052372913803215,138.64480771961942,336.6441768514948,27.310575623775936,95.14877896948862,33.01054377271303,6.845000000000001,20.930000000000003
GM18_RSN96,0.004073724287577643,0.003994554937173854,0.20990255672686253,0.28819502502189753,0.003404638035621409,0.0033410319996222708,0.2627467640643458,0.3317910596137659,0.0018786287077014452,0.0019539205190078745,0.30670610929458336,0.3661829333577409,0.0007037502470905427,0.000806070373012183,0.35148289052841214,0.4442154071771543,508.6200480612393,162.38148259489293,13.464034943532416,339.45437472120904,343.79239464202425,74.01511575593129,214.97408468939383,29.028681892518687,2.175,7.734999999999999
GM19_RSN122,0.0014165876191750376,0.0012824401761485802,0.10900271593067354,0.10843447657456176,0.0010447291911304098,0.0009491321273331752,0.13216312220304627,0.14123860675301317,0.0007483127211193194,0.0008245597834663056,0.1590937999808534,0.15930486450872766,0.00039993174078835,0.00039829499995606293,0.20418054769554045,0.19102272557717112,178.94282823594497,67.4380598195657,6.711719901693387,161.39266409087216,319.1072147288849,40.23961510038962,67.06397922221133,16.780607528451185,10.36,18.06
GM20_RSN138,0.001963440693807683,0.0019225632621060864,0.15070071585832134,0.15301486853170584,0.0013232679959856951,0.0014924220384998344,0.15955272526492745,0.20526640212467753,0.0009713108143122884,0.0010612068269757783,0.19104259900244486,0.22666081008178468,0.0005422817729557206,0.0006268980887225607,0.269608013232727,0.32246579561206884,288.10733882908625,73.65846303203492,14.400095423977692,196.6559992376469,452.70649290412047,58.00456943126826,98.59337681510118,45.36149433057432,14.580000000000002,18.82
GM21_RSN140,0.001379319716563204,0.0013817890612897467,0.12218900541022783,0.15192297203316318,0.0009785360468066563,0.0009186550990529571,0.15534956173825917,0.21021150181112247,0.0007493706779071359,0.0007584217553129659,0.17790309078652547,0.24021299212146582,0.00043781516748509305,0.0003870310797158286,0.22267556498681537,0.2774441242515506,162.24814635439714,82.85513662753475,6.226915662262069,130.73685158065575,435.2516792508872,17.29048537696145,86.89105477942894,15.358994800713656,19.94,23.840000000000003
GM22_RSN141,0.0010061724190018326,0.0007296154601158065,0.05830304150733158,0.0576119372008089,0.0005856933623236651,0.0005404216227141548,0.07038659756454776,0.07815638666744962,0.00035831264108317456,0.00038034163806372823,0.08313560454089862,0.09305786391437222,0.00019007595538626148,0.00019296732510971912,0.10169876514734207,0.10570148335137354,87.5196207992842,26.15783492732925,7.702160079290984,81.89275791340137,245.76622678436385,33.486218001401646,31.77303235834387,26.989142501919236,15.64,26.16
GM23_RSN159,0.006408574118686623,0.006365731883389367,0.38016128054961273,0.42259079334869715,0.004380138924737432,0.004567955303218278,0.3492633358220417,0.48915951974061034,0.0022684933786105694,0.00214812622645877,0.3180250363793496,0.44672901451399294,0.0008283878615552015,0.0008104439453163924,0.36626589505087725,0.48248329655346733,486.6373690652127,185.88818198957395,38.09857916263805,416.4563131125336,630.4879207494847,135.32783627867897,163.34445106868438,61.02487091963759,6.68,12.21
GM24_RSN160,0.012398863555181178,0.012741061946321424,0.6921596502033867,0.8883458800532911,0.010420415817998822,0.011215563093309226,0.7054941981006524,1.145534860113945,0.00792797380343805,0.007196005112803906,0.6036765668256654,1.1288524524210521,0.0027012713049599448,0.0023847714859080303,0.7404848210056162,1.1651931278016503,1468.330119612066,554.4992844055696,37.63529120782999,1164.6923029242153,1471.887603700219,181.24369453202763,653.9103486114018,62.22941438721003,4.69,9.875
GM25_RSN161,0.0029793584179987473,0.0025881066007218496,0.20679922505136322,0.33118584385270844,0.0020325510264197536,0.0017440183320653478,0.22493380871907798,0.3474770166422698,0.0012898281668695265,0.0012905336438853502,0.22288029235602205,0.4079478681049581,0.0006494987747655876,0.0006325363270200373,0.31236399641335205,0.4628241146281379,347.2194633671709,157.74920653883964,30.03983537631521,324.1003234307597,455.88905053119527,94.71763960580935,165.69948480791422,93.14873220225478,3.505,14.52
GM26_RSN162,0.004142926250272867,0.003783720364522199,0.24971760495945328,0.40747146985154126,0.003428878828946862,0.003106132571156614,0.2698953601182317,0.513302135311054,0.0018786369240223076,0.001721567568177328,0.32608530410537984,0.49456687520645476,0.000867803271126008,0.0008874618756881894,0.38775475533380954,0.5668757601833999,534.8110830353654,165.52219372833798,18.741780552783347,358.13768706936173,679.5589022754107,65.92389182268258,226.161461701643,40.33467557717864,7.095000000000001,14.505
GM27_RSN163,0.0013164246880091551,0.001077914013045567,0.11419236923114631,0.1281251435003554,0.0009700359832501061,0.0008745709503339341,0.1186240126068152,0.14844356559301206,0.0006702608790970873,0.0007925705968391712,0.1484038923193775,0.200481733215563,0.0003332989776206942,0.0004072965906940545,0.18703344315812903,0.24232302089711114,123.25508188777847,60.51566116879427,11.224934758518074,142.06982790870245,296.86311269394514,36.22977557814837,87.97661729148591,42.12617884340703,12.105,24.47
GM28_RSN166,0.003313741135589804,0.003056432181613063,0.20856987453749704,0.2050026719347267,0.0022853722424147904,0.002181999043446169,0.21938381995593997,0.22443006041790112,0.001160044152176976,0.0012575347583267827,0.24487682292366153,0.259196606009275,0.0006196680768685763,0.0005702764964883265,0.2964976215626949,0.28535172702080475,381.2093537611694,114.26988222497184,13.064344709091474,214.0985702709922,283.88161755309125,43.08139220893341,97.67958842469974,13.973373434791185,3.255000000000001,10.005
GM29_RSN167,0.0017910581634050851,0.002015820283507436,0.16291027189363566,0.2221767997876784,0.0015408705619876057,0.0015775432902142498,0.19119233017736786,0.2432211375253607,0.0013488096663354693,0.0012809794270010738,0.23562217584356135,0.30363684498302757,0.0006971525650092672,0.0006757148712289824,0.3240422571445896,0.36297796383683983,250.24549382855415,109.81701347135362,8.649570305183486,205.51444702582083,412.0450975756376,34.18325479605564,130.83532689844964,22.15270439841509,13.130000000000004,28.37
GM30_RSN169,0.006182758170493164,0.0067116536186546455,0.3515968394566619,0.49478585626373084,0.004518361304045971,0.0046725401546268185,0.37689309731598386,0.5307793507532299,0.002325839942257419,0.0023479644000282455,0.33348957533861273,0.4892537746247134,0.0010198237850775988,0.0009425817764310952,0.44952578787385916,0.5870854123398167,637.4217684856684,242.66711693557116,33.58488206084579,526.5990215802699,2401.305038986922,133.09616445475493,258.5914088098995,97.00973962170376,22.59,51.04
GM31_RSN170,0.0071539070256189385,0.0068935187163160746,0.29131579288886533,0.3629062665580168,0.0046650842565167045,0.004565770475177218,0.36167990855719134,0.40090565984146864,0.002359080057225699,0.0024443126968536565,0.34559114481028597,0.44830537722573927,0.0007829608224630399,0.0009055798947083576,0.36898142048539173,0.4963121380286534,586.6539424939737,168.00458075368226,63.07571909645316,423.75193646328125,617.1744545099824,147.50960112963045,171.17411197406383,138.34094776332142,4.585,13.04
GM32_RSN171,0.012274854382028336,0.01271154337285603,0.3775413014078871,0.5184214759892835,0.008030136831704676,0.007528426223534369,0.48138817869088113,0.48211987493693137,0.0051262850324186975,0.005032122420460378,0.4760441811997997,0.5157102309286317,0.0013241029014015493,0.001402307834999149,0.4981955328870963,0.5623913503535489,624.968861544481,262.4768055803835,76.09742299731168,530.0788620826962,642.3220569711821,217.67536730510105,212.6285358271184,199.82826894495187,2.295000000000001,6.82
GM33_RSN172,0.0011170015420759278,0.0017845212303864576,0.14227499420795128,0.2661018583893463,0.0008169127728435884,0.0012478900284880873,0.15700057859584407,0.2872184726026042,0.000736519251497203,0.0007448468567967511,0.16255591149135365,0.3005292433141183,0.0003677893998526873,0.00039415774927305437,0.19959932325598947,0.36700003686071425,175.69552245707013,109.54052030743868,9.970425984031486,159.85459259531274,390.3600194810757,39.4520783167398,101.5108403844217,38.14975373818585,6.56,18.88
GM34_RSN173,0.003616024009488873,0.0034556782234461607,0.22343442509557557,0.3299648986883101,0.0023018099704363096,0.0022331997368350187,0.26572512735900805,0.42725488719826815,0.0015124757794093757,0.0015048332905009773,0.2536997493033334,0.44538941052476283,0.0007343417666829254,0.0008364667727937555,0.34926384881625855,0.5064267348192338,444.746767886657,169.2982923040836,30.62186686219191,328.1651806645789,607.9734620699719,133.53145920104797,185.9487334976581,120.0467713820978,4.405,12.270000000000003
GM35_RSN174,0.004882662613451801,0.004382054272895305,0.3803321927209856,0.49393969028831836,0.003822431062661562,0.00370627154552928,0.3601961725796684,0.5014979137842257,0.0022789169827793217,0.002418264469035594,0.3289689374319922,0.5745797324922125,0.0010787394132041337,0.0010631641854859492,0.4625551655366863,0.6789500193456557,660.6380157010965,329.1585401195,32.91063229732841,539.6445162385211,855.4292956783432,126.82932904740936,390.0828718265261,84.81799361702518,4.470000000000001,8.415000000000001
GM36_RSN175,0.002003709178498717,0.001792257185339203,0.16081992777211335,0.21262073158994949,0.0012733872436537117,0.0010779364835183936,0.20061585603344564,0.2487956330599652,0.000953295178787767,0.0009547696891041316,0.19811452338256724,0.3058714528308183,0.0005615450776028579,0.0005384153294325861,0.2695448889238257,0.33598869270324205,199.49985848363352,98.3457632704732,21.62880968297096,215.5767045474083,503.7742205272022,65.52445505573644,120.2865718684405,58.05070282204029,9.650000000000002,19.805
GM37_RSN176,0.0015861551503557273,0.0014216185197161713,0.1477512737073275,0.1721224634016699,0.0011762106067792456,0.001153800831556296,0.16666721617195265,0.23788208117177864,0.0010770101337963347,0.0010415074058306069,0.20694029803791453,0.2716002578202184,0.0005586822449165533,0.0006151679942243421,0.26840569819768634,0.3537607011457468,210.5355868797093,96.779412305441,10.97304979873688,187.3042379283103,454.2513208945121,49.412214577475936,119.07824006675318,39.52214851190234,9.145,21.965
GM38_RSN179,0.009450303570573805,0.009608658097257904,0.398992625100174,0.5178835130324033,0.007537967801204777,0.007242723861089834,0.48400347798497106,0.5919030759939954,0.0042072459615287525,0.003963419467883762,0.42301909777200974,0.5463229086018068,0.001146325868939544,0.0012024793106453018,0.4701888196583908,0.562695327895454,679.455151600029,268.26705042867707,74.4978281316701,635.6010750458889,663.0301988596616,182.93632289527085,297.1450244316989,200.2298208699092,3.4000000000000004,10.115
GM39_RSN180,0.008383587701455747,0.00931108348969119,0.5597096475748804,0.6687435044502607,0.006431164959694314,0.006740744311676565,0.5078188606638904,0.705387150189358,0.004694134452004969,0.005069022491654577,0.48207713562871723,0.6661984633458107,0.0014231695752790672,0.0013064415064977073,0.5479694677286785,0.7657307554516604,946.202652256193,273.5859853877584,87.10722903466686,727.852493288726,851.7435456902213,193.826493292004,400.6373462214018,241.3205738460545,3.795,9.395
GM40_RSN181,0.01229814727997677,0.012234632084782938,0.4802195978901175,0.6761229035972752,0.007643514906978333,0.007794537668938422,0.5025054041427225,0.7374896985958019,0.005057160589896272,0.005364133999761751,0.47788446165878007,0.7010041191316138,0.001305387096611576,0.0014432455811815264,0.4842793859747948,0.6384981378634982,623.5202753073488,314.487984733801,83.93615065988043,657.02423356997,877.9172458482979,208.31858925445707,285.7756363444937,290.4686477379015,4.93,9.475
GM41_RSN182,0.017235539513748916,0.018941276972791455,0.5352228600494969,0.5886053373312685,0.008610156093968334,0.008680562714064107,0.5750693516253474,0.5893256738757324,0.005565018203069961,0.00600841256120117,0.4968740139204942,0.6076631301282132,0.0013822402197158064,0.0016122321669660355,0.5113655419720979,0.6885579673695381,697.0415664359615,362.34112736916165,77.98764008774012,701.443888771048,663.0321019609389,220.21307791436828,259.5042084885204,223.11221157941785,1.4349999999999996,5.049999999999999
GM42_RSN183,0.007991237836455627,0.00842379640197933,0.47352148375641234,0.8917607371639166,0.0056827651033189855,0.005300552610436014,0.45563299672956603,1.079895455490472,0.0038147776375563494,0.0033724371118821488,0.4261236514742715,1.0407133349970108,0.0011379817275773804,0.0010270418571314414,0.4828135119348794,1.0315229971281712,711.3861542087525,377.6817304580746,47.760855578399855,642.2456700534362,736.097928666243,159.18638723644042,346.6579351470997,140.8231152468891,2.9000000000000004,5.84
GM43_RSN184,0.009510765394803932,0.009951861617004124,0.44104492861855515,0.7087960995549365,0.006507008812618896,0.006254097844093904,0.43663662483315147,0.7566695843920936,0.0038252139877397715,0.003560046533684636,0.39817871992769766,0.7189161364789027,0.0010963689413240416,0.0009520216919850093,0.46600703125569576,0.7857059767677971,813.2198105368349,342.7279776930682,33.82271192072892,721.7129752386572,850.9862458070979,177.73721973147246,397.62233567857766,132.06371690355195,3.06,6.7250000000000005
